code,drug_name,matched_product_name_en,matched_product_name_ar,matched_store_product_id,match_score,verified,match_method
65954,EGYPRO 5 MG 30 TAB,EGYPRO 5 MG 30 TAB.,ايجيبرو 5 مجم 30 اقراص,2468678.0,100.0,algo_match,brand_index
90254,ekiroz 40 mg 14 tab,EKIROZ 40 MG 14 TABS,اكيروز 40 مجم 14 اقراص,2223000.0,97.4,algo_match,brand_index
80037,EKMASONID 9 MG 10 TABS,EKMASONID 9 MG 10 E.R.F.C.TABS.,اكماسونيد 9 مجم 10 اقراص,2466653.0,84.6,ai_confirmed,ai_verified
81512,ELARPIC 20 MG TABS,ELARPIC 20 MG 20 F.C.TABS,ايلاربيك 20 مجم 20 اقراص,902434.0,83.7,ai_confirmed,ai_verified
91003,ELAY 70ML SPRAY,,,,,,no_match
85912,ELBALLERGE 30 MG 100 ML SYRUP,ELBALLERGE 100 ML SYRUP,الباليرج 100 مل شراب,2453368.0,88.5,ai_confirmed,ai_verified
87719,ELBALURAN 20 MG 30 TABLETS,ELBALURAN 20 MG 30 F.C. TABS.,البالوران 20 مجم 30 اقراص,2606617.0,86.8,ai_confirmed,ai_verified
86540,ELBALURAN 80 MG 30 TAB,ELBALURAN 80 MG 30 F.C. TABS.,البالوران 80 مجم 30 اقراص,2453364.0,89.8,ai_confirmed,ai_verified
23031,ELBAVIT SYP 60 ML,ELBAVIT SYRUP 60 ML,البافيت كالسيوم شراب 60 مل,1737838.0,94.4,algo_match,brand_index
73839,ELBAVIT SYP W/IRON 60 ML,ELBAVIT SYRUP 60 ML,البافيت كالسيوم شراب 60 مل,1737838.0,94.4,algo_match,partial_token_sort_ratio
47094,ELICA M CREAM 3OM,ELICA M CREAM 30 GRAM,اليكا ام كريم 30 جم,1251328.0,87.5,ai_confirmed,ai_verified
59702,ELICASAL OINTMENT 15GM,,,,,,no_match
52053,ELICASAL OINTMENT 30GM,,,,,,no_match
23595,ELIDEL CREAM 15 GM,ELIDEL 1 % CREAM 15 GM,اليديل 1 % كريم 15 جم,2474790.0,90.0,algo_match,brand_index
79367,ELIMASSAGE GEL 50GM,,,,,,no_match
79545,ELIMBOSIS 2.5MG,,,,,,no_match
80000,ELIMBOSIS 5MG 30TABS,,,,,,no_match
83330,ELIMOLIVAN 5/160MG 28TAB,,,,,,no_match
68753,ELIQUIS 2.5 MG 20 TAB,ELIQUIS 2.5 MG 20 F.C. TABS.,اليكويس 2.5 مجم 20 اقراص,902029.0,89.4,ai_confirmed,ai_verified
68754,ELIQUIS 5 MG 20 TAB,ELIQUIS 5 MG 20 F.C. TABS.,اليكويس 5 مجم 20 اقراص,954553.0,88.4,ai_confirmed,ai_verified
57101,ELITAC CREAM 50 GM,ELITAC CREAM 50 GM,اليتاك كريم 50 جم,2143428.0,100.0,algo_match,brand_index
91181,ELIXOZOLID 2MG/ML IV SOL. 300 ML,,,,,,no_match
80385,ELIXOZOLID 600MG 10TABS,,,,,,no_match
92017,ELMODOXACIN 750MG 10 TAB,,,,,,no_match
73684,ELONDA 0.5MG 2 TAB,ELONDA 0.5 MG 2 TAB.,ايلوندا 0.5 مجم 2 اقراص,902011.0,86.5,ai_confirmed,ai_verified
84465,ELONE KERATIN CREAM 120ML,,,,,,no_match
89315,ELPRO 20 TABS,ELPRO 20 TABS,البرو 20 اقراص,1612255.0,100.0,algo_match,brand_index
90462,ELTROXIN-50MCG 100 TAB IMP,,,,,,no_match
89889,eltroxin 100,,,,,,no_match
37837,ELTROXIN 100 MG 100 TAB (ASPEN) IMP,,,,,,no_match
45461,ELTROXIN 50MG TAB,,,,,,no_match
23300,EM-EX 1 MG 1 ML 3AMP,EM EX 1 MG / ML 3 AMPS.,ام اكس 1 مجم / مل 3 امبول,1435626.0,85.7,ai_confirmed,ai_verified
37404,EM-EX 3 MG 3 ML 1AMP,,,,,,no_match
81661B,EMAITOPRIDE 30 TAB,,,,,,no_match
89071,EMANA CHOCOLATE FLAVOR 10 SACHETS,,,,,,no_match
82697,EMBANODEX 5MG ODT,,,,,,no_match
82562,EMBANODEX SYRUP100 ML,,,,,,no_match
91086,EMBROSITOL 1:6.3 FORTE 30 FLIM,,,,,,no_match
90762,EMBROSITOL 40/1-30 TAB,WELLVIVE EMBROSITOL 1 40 30 TAB,ولفايف امبروسيتول 1 40 30 اقراص,2466606.0,81.8,ai_confirmed,ai_verified
90489,EMBROSITOL 40:1 60 TAB,WELLVIVE EMBROSITOL 1 40 60 TAB,ولفايف امبروسيتول 1 40 60 اقراص,2370356.0,90.9,algo_match,partial_token_sort_ratio
61970,EMEND 125 GM & 80 MG HARD CAP,,,,,,no_match
66010,EMEREST 4 MG 5 AMP,EMEREST 4 MG / 2 ML 5 AMP.,ايميرست 4 مجم / 2 مل 5 امبول,1614471.0,83.7,ai_confirmed,ai_verified
86533,EMEREST 8 MG 10 TAB,,,,,,no_match
90766,EMEREST 8MG 3 AMP,EMEREST 8 MG / 4 ML 3 AMP,اميريست 8 مجم / 4 مل 3 امبول,2146954.0,88.2,ai_confirmed,ai_verified
74602,EMETREX-N AMP,EMETREX ADULT 50 MG / ML 3 I.M. / I.V. AMP.,اميتركس 50 مجم / مل 3 امبول للكبار,2012175.0,84.6,ai_confirmed,ai_verified
28685,EMETREX 20TAB,EMETREX 20 TAB.,اميتركس 20 اقراص,2156328.0,96.3,algo_match,token_set_ratio
88219,EMILIA HAIR OIL ROSEMARY 250 ML,,,,,,no_match
87462,EMILIA LASH SERUM,,,,,,no_match
87975,EMILIA LOTION HAND BODY 212 RED,,,,,,no_match
54312,EMLA CREAM 7.5% 30 GM,,,,,,no_match
63290,EMMYROSA HAIR LOTION 120ML,EMMYROSA HAIR LOTION 120 ML,ايميروزا لوشن للشعر 120 مل,2541272.0,90.6,algo_match,brand_index
74968,EMO SOFT CREAM 15GM,EMO SOFT CREAM 15 GM,ايمو سوفت كريم 15 جم,902449.0,87.2,ai_confirmed,ai_verified
30592,EMO SOFT CREAM 30GM,EMO SOFT CREAM 30 GM,ايمو سوفت كريم 30 جم,2587981.0,87.2,ai_confirmed,ai_verified
90527,EMPACOMBMET XR 25/1000MG 30 TAB,,,,,,no_match
79549,EMPACOZA 10 MG 30 F.C TABS,EMPACOZA 10 MG 30 F.C.TABS,ايمباكوزا 10 مجم 30 اقراص,1739027.0,100.0,algo_match,brand_index
78692,EMPACOZA 25 MG 30 TABS,EMPACOZA 25 MG 30 F.C.TABS.,ايمباكوزا 25 مجم 30 اقراص,1739031.0,91.7,algo_match,brand_index
83694,EMPACOZA PLUS 10/5 MG 30 F.C TABS.,EMPACOZA PLUS 10 / 5 MG 30 F.C TABS,ايمباكوزا بلس 10 / 5 مجم 30 اقراص,1464785.0,91.2,algo_match,brand_index
84936,EMPACOZA PLUS 25\5MG 30TAB,,,,,,no_match
88411,EMPACOZA TRIO XR 10/5/1000 MG 30 F.C TABLETS,EMPACOZA TRIO 10 / 5 / 1000 MG 30 F.C TABS,ايمباكوزا تريو 10 / 5 / 1000 مجم 30 اقراص,1310844.0,81.4,ai_confirmed,ai_verified
88410,EMPACOZA TRIO XR 25/5/1000 MG 30 F.C TABLETS,EMPACOZA TRIO 10 / 5 / 1000 MG 30 F.C TABS,ايمباكوزا تريو 10 / 5 / 1000 مجم 30 اقراص,1310844.0,81.4,ai_confirmed,ai_verified
91793,EMPACYRL 5/10 30 TABS,EMPACYRL 10 / 5 MG 30 F.C. TABS,امباكيرل 10 / 5 مجم 30 اقراص,1989002.0,86.5,ai_confirmed,ai_verified
92532,EMPACYRL 5/25 30 tab,,,,,,no_match
82622,empagliform 12.5/1000 tab,,,,,,no_match
80060,EMPAGLIFORM 12.5/500 30 TABS,EMPAGLIFORM 12.5 / 500 MG 30 F.C. TABS.,امباجليفورم 12.5 / 500 مجم 30 اقراص,1625301.0,83.1,ai_confirmed,ai_verified
81509,EMPAGLIMAX 10 TAB,EMPAGLIMAX 10 MG 30 F.C. TABS.,امباجليماكس 10 مجم 30 اقراص,2606091.0,86.7,ai_confirmed,ai_verified
89777,ENAROFERTY 30 CAPS,,,,,,no_match
87366,ENCHANTTEUR ALLWRING PERFUM 236 ML,,,,,,no_match
87367,ENCHANTTEUR ENTICING PERFUM 236 ML,,,,,,no_match
87368,ENCHANTTEUR ROMANTIC BODY SPLASH 236 ML,,,,,,no_match
79548,ENDLIXABAN 2.5 20TABLETS,,,,,,no_match
81507,ENDLIXABAN 5 MG TAB,ENDLIXABAN 5 MG 20 F.C. TABS,اندليكسابان 5 مجم 20 اقراص,902123.0,82.6,ai_confirmed,ai_verified
85205,ENDODRAVA 2MG 28 TABS,ENDODRAVA 2 MG 28 TABS.,اندودرافا 2 مجم 28 اقراص,2160369.0,83.7,ai_confirmed,ai_verified
20458,ENEMACORT,,,,,,no_match
2944,ENEMAX 120ML VIAL,,,,,,no_match
82971,ENERA COLLAGEN 10SACHETS,ENERA COLLAGEN 10 SACHETS,انيرا كولاجين 10 اكياس,2365486.0,98.0,algo_match,token_set_ratio
86565,ENERA SHOTS DRINKABLE AMPOULE,,,,,,no_match
87888,ENERGY HAIR FOOD COCONUT CREAM 200 ML,,,,,,no_match
81886,ENHANTIN 400MG 30CAPS,,,,,,no_match
75190,ENNERVITA 14 CAP,ENNERVITA 14 CAPSULES,انرفيتا منشط 14 كبسوله,2630964.0,86.5,ai_confirmed,ai_verified
91595,ENNERVITA KIDS 30 CHEW. TABS,ENNERVITA KIDS 30 CHEWABLE TABS,انرفيتا اقراص منشط,2633445.0,93.1,algo_match,brand_index
90980,ENNERVITA RICH 30CAP,ENNERVITA RICH 30 CAPS,انرفيتا ريتش 30 كبسول,2445021.0,95.2,algo_match,brand_index
73455,ENRICH ORAL DROPS 30 ML,ENRICH ORAL DROPS 30 ML,انريتش قطره 30 مل,902136.0,100.0,algo_match,brand_index
73541,ENRICH SYRUP 100 ML,ENRICH SYRUP 100 ML,انريتش شراب 100 مل,902135.0,100.0,algo_match,brand_index
47253,ENSURE VANILIA MILK GM,,,,,,no_match
80163,ENTEROGERMINA 2 BILLION 10 VIALS,ENTEROGERMINA 2 BILLION / 5 ML ORAL SUSP. 10 MINI BOTTLES,انتروجرمينا 2 بليون / 5 مل شراب 10 امبول,2471625.0,89.7,ai_confirmed,ai_verified
87445,ENTEROGERMINA 4 BILLION/5ML ORAL SUSP. 10 MINI BOT,ENTEROGERMINA 4 BILLION / 5 ML ORAL SUSP. 10 MINI BOTTLES,انتروجرمينا 4 بليون / 5 مل شراب 10 امبول,2513211.0,85.7,ai_confirmed,ai_verified
92127,ENTRADA SYP 120 ML,,,,,,no_match
74928,ENTRESTO 100 MG 28 TAB,ENTRESTO 100 MG 49 / 51 MG 28 F.C.TABS,انتريستو 100 مجم 49 / 51 مجم 28 اقراص,2097384.0,90.0,algo_match,token_set_ratio
74927,ENTRESTO 200 MG 56 TAB,ENTRESTO 200 MG 97 / 103 MG 56 F.C.TABS,انتريستو 200 مجم 97 / 103 مجم 56 اقراص,2452784.0,90.0,algo_match,token_set_ratio
74991,ENTRESTO 50 MG 28 TAB,ENTRESTO 50 MG 24 / 26 MG 28 F.C.TABS,انتريستو 50 مجم 24 / 26 مجم 28 اقراص,2198921.0,89.5,ai_confirmed,ai_verified
91382,ENZYMAX DUOBIOTICS 10 DOUBLE CAPS,,,,,,no_match
59429,EPANUTIN 100MG 100 CAP IMP,,,,,,no_match
20109,EPHEDRINE AMP,,,,,,no_match
90695,epi-dinetra 10 tab,,,,,,no_match
1361,EPI-DINITRA 5MG 30 TAB,,,,,,no_match
46356,EPIAO 4000IU VIAL,,,,,,no_match
59966,EPICEPHIN 1 GM I.M VIAL,EPICEPHIN 1 GM I.M.VIAL,ابيسيفين 1 جم امبول عضل,2671551.0,100.0,algo_match,brand_index
73601,EPICEPHIN 1 GM I.V VIAL,EPICEPHIN 1 GM I.V. VIAL,ابيسيفين 1 جم امبول وريد,2126756.0,100.0,algo_match,brand_index
64469,EPICEPHIN 2 GM I.V VIAL,EPICEPHIN 2 GM I.V. VIAL,ابيسيفين 2 جم امبول وريد,2559887.0,100.0,algo_match,brand_index
74532,EPICEPHIN 500 GM I.M VIAL,,,,,,no_match
1611,EPICOCILLIN 500MG CAP,EPICOCILLIN 500 MG 16 CAPS.,ابيكوسيللين 500 مجم 16 كبسول,2434951.0,80.9,ai_confirmed,ai_verified
2797,EPICOGEL SUSP. 180ML,EPICOGEL SUSP. 180 ML,ابيكوجيل شراب 180 مل,901680.0,87.2,ai_confirmed,ai_verified
84565,EPICOMB CREAM 15 GM,EPICOMB CREAM 15 G,ايبيكومب كريم 15 جم,1487911.0,97.3,algo_match,brand_index
86835,EPICOPENTIN 300 MG 30 CAPS,EPICOPENTIN 300 MG 30 CAPS,ابيكوبنتين 300 مجم 30 اقراص,2506924.0,100.0,algo_match,brand_index
88722,EPICOPENTIN 400 MG 30 CAPS,EPICOPENTIN 400 MG 30 CAPS,ابيكوبنتين 400 مجم 30 اقراص,901675.0,100.0,algo_match,brand_index
2090,EPICOPHYLLINE PHENOBARBITONE SYRUP,,,,,,no_match
2042,EPICOPHYLLINE SYRUP,EPICOPHYLLINE 2.5 G / 100 ML SYRUP 125 ML,ابيكوفيللين 2.5 جم / 100 مل شراب 125 مل,901681.0,100.0,algo_match,token_set_ratio
79553,EPICOPRED 20MG 20 TABLETS,,,,,,no_match
78730,EPICOPRED 5 MG 30 TAB,EPICOPRED 5 MG 30 ORODISPERSIBLE TABS.,ابيكوبريد 5 مجم 30 اقراص,901677.0,92.3,algo_match,partial_token_sort_ratio
19101,EPICOTIL 20 MG 10 TAB,EPICOTIL 20 MG 10 F.C.TAB.,ابيكوتيل 20 مجم 10 اقراص,2149193.0,91.3,algo_match,brand_index
73313,EPICOTIL 20 MG 3 VIAL,EPICOTIL 20 MG 10 F.C.TAB.,ابيكوتيل 20 مجم 10 اقراص,2149193.0,81.0,ai_confirmed,ai_verified
779,EPICOTIL SUPP,EPICOTIL 20 MG 5 ADULT SUPP.,ابيكوتيل 20 مجم 5 لبوس للكبار,2143859.0,100.0,algo_match,token_set_ratio
75835,EPIDERM SOOTHING CREAM 50 GM,EPIDERM SOOTHING CREAM 50 GM,ابيديرم كريم 50 جم,2312240.0,100.0,algo_match,brand_index
81247,epidexone eye oint,EPIDEXONE 0.05 % EYE OINT. 5 GM,ابيدكسون 0.05 % مرهم 5 جم,2126668.0,100.0,algo_match,token_set_ratio
23823,EPIDEXONE PLUS 1MG/ML EYE/EAR DROPS 5 ML,,,,,,no_match
73600,EPIDRON 4 MG VIAL,,,,,,no_match
49747,EPIFASI 5000 IU 1 AMP,EPIFASI 5000 I.U. AMP.,ابيفاسي 5000 وحده امبول,2186072.0,92.7,algo_match,brand_index
75737,EPIFENAC 100 MG 20 TAB,EPIFENAC 100 MG 5 RECTAL SUPP.,ابيفيناك 100 مجم 5 لبوس,1608263.0,85.0,ai_confirmed,ai_verified
47688,EPIFENAC 100MG SUPP,,,,,,no_match
47535,EPIFENAC 25MG SUPP,EPIFENAC 25 MG 5 SUPP.,ابيفيناك 25 مجم 5 لبوس,1700729.0,82.1,ai_confirmed,ai_verified
74705,EPIFENAC 50 MG 20 TAB,EPIFENAC 50 MG 20 ENTERIC COATED TAB.,ابيفيناك 50 مجم 20 اقراص,2208637.0,100.0,algo_match,token_set_ratio
83833,EPIFENAC 75 MG S.R. 10 TABS.,EPIFENAC 75 MG S.R. 10 TABS.,ابيفيناك اس ار 75 مجم 10 اقراص,2434933.0,100.0,algo_match,brand_index
75678,EPIFENAC AMP,EPIFENAC 75 MG / 3 ML I.M. / I.V. 3 AMP.,ابيفيناك 75 مجم / 3 مل 3 امبول,2113291.0,100.0,algo_match,token_set_ratio
2243,EPIFENAC DROPS,EPIFENAC 0.1 % EYE DROPS 5 ML,ابيفيناك 0.1 % قطره 5 مل,925434.0,100.0,algo_match,token_set_ratio
57849,EPIGONAL75 MG AMP,,,,,,no_match
1416,EPILAT CAP,EPILAT 10 MG 30 S.G.CAPS.,ابيلات 10 مجم 30 كبسول,2507048.0,90.0,algo_match,partial_token_sort_ratio
916,EPILAT RETARD 20 TAB,,,,,,no_match
18103,EPIMAG EFF SACHETS,EPIMAG 12 EFF. GR. IN SACHETS,ابيماج 12 اكياس فوار,987232.0,80.0,ai_confirmed,ai_verified
79550,EPIMIRAFLU 10 CAPSULES,EPIMIRAFLU 75 MG 10 CAPS.,ابيميرافلو 75 مجم 10 كبسول,2589105.0,83.7,ai_confirmed,ai_verified
36211,EPINEPHRINE 25 AMP,,,,,,no_match
EPI,EPINEPHRINE AMPOULE ADRINALINE 1MG,,,,,,no_match
18583,EPINOR 400 MG 14 TAB,EPINOR 400 MG 14 TAB.,ابينور 400 مجم 14 اقراص,2129543.0,100.0,algo_match,brand_index
1576,EPIRAZOLE CAP,EPIRAZOLE 20 MG 14 CAPS.,ابيرازول 20 مجم 14 كبسول,2452821.0,92.3,algo_match,partial_token_sort_ratio
30371,EPIRIZINE 10 MG 10 TAB,EPIRIZINE 10 MG 10 TAB.,ابيريزين 10 مجم 10 اقراص,1555218.0,100.0,algo_match,brand_index
72576,EPIROVASTIN 10 MG 7 TAB (EPICO),,,,,,no_match
90390,EPIROVASTIN 10MG 14TAB,EPIROVASTIN 10 MG 14 SCORED F.C. TAB,ابيروفاستين 10 مجم 14 اقراص,2434911.0,82.9,ai_confirmed,ai_verified
72577,EPIROVASTIN 20 MG 7 TAB (EPICO),EPIROVASTIN 20 MG 7 F.C. TAB,ابيروفاستين 20 مجم 7 اقراص,2487280.0,92.0,algo_match,token_set_ratio
89176,EPIROVASTIN20 MG 14 F.C TABS,EPIROVASTIN 20 MG 14 TABS,ابيروفاستين 20 مجم 14 اقراص,1545709.0,86.8,ai_confirmed,ai_verified
61119,EPISOPT EYE DROPS 5 ML,EPISOPT EYE DROPS 5 ML,ابيسوبت قطره 5 مل,2434929.0,100.0,algo_match,brand_index
1076,EPITENS 30 TAB,,,,,,no_match
87278,EPIZITHRO 200MG/5ML 30ML SUSP.,,,,,,no_match
78596,EPIZITHRO 500MG 3-CAP,,,,,,no_match
76501,EPIZOLONE-DEPOT VAIL,,,,,,no_match
27457,EPOETIN 4000 IU VIAL,EPOETIN SEDICO 4000 I.U. / ML VIAL.,ايبوتين 4000 وحده امبول 196,2638335.0,91.9,algo_match,token_set_ratio
92053,EQUITHERA 75MG 50TAB,,,,,,no_match
67316,ERALONER 25MG 20TAB,ERALONER 25 MG 20 F.C.TAB.,ايرالونير 25 مجم 20 اقراص,902363.0,80.0,ai_confirmed,ai_verified
67308,ERALONER 50MG 20TAB,ERALONER 50 MG 20 F.C. TAB.,ايرالونير 50 مجم 20 اقراص,2584963.0,80.0,ai_confirmed,ai_verified
55579,ERASTAPEX 20 MG 30 TAB,ERASTAPEX 20 MG 30 F.C.TAB.,ايراستابكس 20 مجم 30 اقراص,2468683.0,91.7,algo_match,brand_index
55564,ERASTAPEX 40 MG 30 TAB,ERASTAPEX 40 MG 30 F.C.TAB.,ايراستابكس 40 مجم 30 اقراص,2312574.0,91.7,algo_match,brand_index
75852,ERASTAPEX CO 20\5 30 TAB.,ERASTAPEX 20 MG 30 F.C.TAB.,ايراستابكس 20 مجم 30 اقراص,2468683.0,84.0,ai_confirmed,ai_verified
75738,ERASTAPEX CO 40M/5M 30 TABS,ERASTAPEX CO 10 / 40 MG 30 F.C. TABS.,ايراستابكس كو 10 / 40 مجم 30 اقراص,2312577.0,85.1,ai_confirmed,ai_verified
75853,ERASTAPEX CO 40M\10M 30TAB.,,,,,,no_match
56173,ERASTAPEX PLUS 20/12.5 MG 30 TAB,ERASTAPEX PLUS 40 / 12.5 MG 30 F.C.TAB.,ايراستابكس بلس 12.5 / 40 مجم 30 اقراص,902356.0,85.7,ai_confirmed,ai_verified
56158,ERASTAPEX PLUS 40/12.5 MG 30 TAB,ERASTAPEX PLUS 40 / 12.5 MG 30 F.C.TAB.,ايراستابكس بلس 12.5 / 40 مجم 30 اقراص,902356.0,85.7,ai_confirmed,ai_verified
75245,ERASTAPEX TRIO 10/40/25MG 30 TABS,,,,,,no_match
82410,ERASTAPEX TRIO 20M/5M/12.5M 30FILM TALETS,,,,,,no_match
83513,ERASTAPEX TRIO 40/5/12.5,,,,,,no_match
79551,ERDOLYTIC 20 CAPSULES,,,,,,no_match
81592,ERDOSOLVINE 300 MG 10 CAPS,ERDOSOLVINE 300 MG 10 CAPS.,اردوسولفين 300 مجم 10 كبسول,2128657.0,100.0,algo_match,brand_index
E,EREC 100 MG 12 TAB,EREC 100 MG 12 F.C. TABS.,اريك 100 مجم 12 اقراص,2453291.0,87.8,ai_confirmed,ai_verified
72947,ERECTALIS 20 MG 2 F.C. TABS.,ERECTALIS 20 MG 2 F.C. TAB.,اريكتاليس 20 مجم 2 اقراص,2145166.0,98.0,algo_match,brand_index
91313,ERECTALIS 20 MG 4 F.C.TABS,ERECTALIS 20 MG 4 F.C. TAB,اريكتاليس 20 مجم 4 اقراص,2435046.0,98.0,algo_match,brand_index
91807,ERECTALIS 5MG 30TABS,ERECTALIS 5 MG 30 TABS,اريكتاليس 5 مجم 30 اقراص,2435047.0,82.4,ai_confirmed,ai_verified
84612,ERECTAMAX 20 2 TAB,ERECTAMAX 20 MG 2 F.C.TABS,اريكتاماكس 20 مجم 2 اقراص,2453292.0,81.8,ai_confirmed,ai_verified
89606,erectamax 20mg 4tab,ERECTAMAX 20 MG 2 F.C.TABS,اريكتاماكس 20 مجم 2 اقراص,2453292.0,80.0,ai_confirmed,ai_verified
87964,ERECTOBACK 20 MG 2 F.C TABLETS,,,,,,no_match
86781,ERGOPRENO 600.000 I.U./1.5ML 3 I.M./ORAL AMP,ERGOPRENO 600.000 I.U. / 1.5 ML 3 I.M. / ORAL AMP.,ارجوبرينو 600.000 وحده 3 امبول,2453271.0,96.4,algo_match,token_set_ratio
89613,ERRICOVAN 20 TABS,ERRICOVAN 20 TAB,اريكوفان 20 اقراص,1860663.0,97.0,algo_match,brand_index
85294,ESCANOR VIT 20 TABS,,,,,,no_match
61239,ESCITALOBORG 20 MG 10 TAB,ESCITALOBORG 20 MG 10 TABS.,اسيتالوبرج 20 مجم 10 اقراص,2126737.0,98.0,algo_match,brand_index
82998,escitapram 20m,ESCITAPRAM 10 MG 20 TAB,اسيتابرام 10 مجم 20 اقراص,2255449.0,92.9,algo_match,partial_token_sort_ratio
87397,esctikana10 mg 28 tab,ESTIKAN 10 MG 28 F.C.TABS,استيكان 10 مجم 28 اقراص,2562806.0,81.0,ai_confirmed,ai_verified
75322,ESLIZEPINE 400 MG 20 TAB,ESLIZEPINE 400 MG 20 TABS.,ايزليزيبين 400 مجم 20 اقراص,1425724.0,98.0,algo_match,brand_index
68763,ESLIZEPINE 800 MG 20 TAB,ESLIZEPINE 800 MG 20 SCORED TABS.,ايزليزيبين 800 مجم 20 اقراص,2471637.0,85.7,ai_confirmed,ai_verified
65942,ESMATAC 20 MG 14 CAP,ESMATAC 20 MG DR 14 CAPS.,ازماتاك 20 مجم 14 كبسول,2128466.0,90.9,algo_match,brand_index
81679,ESMATAC 40 MG 28 GELATIN CAPS,ESMATAC 40 MG 28 D.R. CAPS,ازماتاك 40 مجم 28 كبسول,901827.0,91.3,algo_match,token_set_ratio
64443,ESMOPUMP 20 MG 14 TAB,ESMOPUMP 20 MG 14 E.C.TABS.,ايزموبمب 20 مجم 14 اقراص,2602148.0,89.4,ai_confirmed,ai_verified
57674,ESMOPUMP 40 MG 14 TAB,ESMOPUMP 40 MG 14 F.C. TABS.,ايزموبمب 40 مجم 14 اقراص,2435461.0,89.4,ai_confirmed,ai_verified
6562266,ESMORAP 10 MG,ESMORAP 10 MG 7 SACHET,ازموراب 10 مجم 7 اكياس,1989224.0,100.0,algo_match,token_set_ratio
75039,ESMORAP 20 MG 14 CAP,,,,,,no_match
74048,ESMORAP 40 MG 14 CAP,ESMORAP 40 MG 14 CAPS.,ازموراب 40 مجم 14 كبسول,2149282.0,97.6,algo_match,brand_index
86400,ESMORAP 40 MG POWDER FOR SOLUTION,,,,,,no_match
68762,ESOGERDAZOLE 40 MG MG DR 14 CAP,ESOGERDAZOLE 40 MG DR. 14 CAPS.,ايزوجيردازول 40 مجم 14 كبسول,1428179.0,93.3,algo_match,brand_index
85284,ESOMEPRAZOLE-EVA 40MG 20 E.C. TABS.,ESOMEPRAZOLE EVA 40 MG 20 E.C. TABS.,ايزوميبرازول ايفا 40 مجم 20 اقراص,2129231.0,89.6,ai_confirmed,ai_verified
85698,ESOMEPRAZOLE 20 MG 20 TAB,,,,,,no_match
81146,ESOMIUM 40MG 14 S.R. CAPS.,ESOMIUM 40 MG 14 S.R. CAPS.,ايزوميم 40 مجم 14 كبسول,2646362.0,89.8,ai_confirmed,ai_verified
90441,ESOVAXOLE 40MG 28TAB,,,,,,no_match
83129,ESSENTIALE 300MG 30CAPS,ESSENTIALE 300 MG 30 CAPS,اسنشيال 300 مجم 30 كبسول,2486381.0,83.3,ai_confirmed,ai_verified
84772,ESTERO-MAP 20 MG 30 TABS,ESTERO MAP 20 MG 30 F.C.TAB,استيروماب 20 مجم 30 اقراص,2601862.0,86.3,ai_confirmed,ai_verified
83016,ESTERO - MAP 10 MG 30 TAb,ESTERO MAP 10 MG 30 F.C.TAB,استيروماب 10 مجم 30 اقراص,901844.0,88.5,ai_confirmed,ai_verified
47769,ESTIKAN 10MG TAB,,,,,,no_match
47770,ESTIKAN 20MG 14 TAB,ESTIKAN 20 MG 14 F.C.TAB.,استيكان 20 مجم 14 اقراص,901846.0,88.4,ai_confirmed,ai_verified
73351,ESTOHALT 40 MG 14 CAP,ESTOHALT 40 MG 14 CAPS.,استوهالت 40 مجم 14 كبسول,901843.0,97.7,algo_match,brand_index
82927,ESTRACEPTIVE 21 TABS,ESTRACEPTIVE 0.25 / 0.035 MG 21 TABS.,استراسيبتيف 0.25 / 0.035 مجم 21 اقراص,2508912.0,100.0,algo_match,token_set_ratio
91261,ESTRAVODOSE 2 MG 28 F.C. TABS,,,,,,no_match
55700,ETHOXA 120 ML 250 MG SYRUP,ETHOXA 250 MG / 5 ML SYRUP 120 ML,ايثوكسا 250 مجم / 5 مل شراب 120 مل,1773076.0,88.1,ai_confirmed,ai_verified
82791,ETICOXIA 90MG 14TABS,,,,,,no_match
81504,ETORICOX-HEXAL 60 MG 30TABS,ETORICOX HEXAL 60 MG 30 F.C.TABS,اتوريكوكس هيكسال 60 مجم 30 اقراص,1937296.0,81.5,ai_confirmed,ai_verified
81505,ETORICOX-HEXAL 90 MG 30TABS,ETORICOX HEXAL 90 MG 30 F.C.TABS,اتوريكوكس هيكسال 90 مجم 30 اقراص,1686517.0,81.5,ai_confirmed,ai_verified
76487,EUCAL CREAM 30 GM,EUCAL CREAM 30 GM,يوكال كريم 30 جم,1657825.0,100.0,algo_match,brand_index
74690,EUCAL CREAM 50 GM,EUCAL CREAM 50 GM,يوكال كريم 50 جم,902472.0,100.0,algo_match,brand_index
73542,EUCAL GEL 50 GM,EUCAL GEL 50 GM,ايوكال جل 75,2607106.0,100.0,algo_match,brand_index
91067,EUCAL GEL MASSAGE 30 GM,EUCAL GEL 30 GM,يوكال جل 30 جم,1976372.0,100.0,algo_match,token_set_ratio
62131,EUCAL HERBAL MASSAGE GEL 30 GM,EUCAL GEL 30 GM,يوكال جل 30 جم,1976372.0,100.0,algo_match,token_set_ratio
88697,EUCAL HERBAL OIL 75 ML,,,,,,no_match
73522,EUCARBON 30 TABS.,EUCARBON 30 TABS.,اوكاربون 30 اقراص,902266.0,100.0,algo_match,brand_index
90923,EUCERIN SERUM,,,,,,no_match
384,EUMOVATE CREAM,,,,,,no_match
