كود,إسم الصنف,سعر البيع
90527,EMPACOMBMET XR 25/1000MG 30 TAB,297.0
79549,EMPACOZA 10 MG 30 F.C TABS,240.0
78692,EMPACOZA 25 MG 30 TABS,240.0
83694,EMPACOZA PLUS 10/5 MG 30 F.C TABS.,357.0
84936,EMPACOZA PLUS 25\5MG 30TAB,357.0
88411,EMPACOZA TRIO XR 10/5/1000 MG 30 F.C TABLETS,396.0
88410,EMPACOZA TRIO XR 25/5/1000 MG 30 F.C TABLETS,396.0
91793,EMPACYRL 5/10 30 TABS,354.0
92532,EMPACYRL 5/25 30 tab,354.0
82622,empagliform 12.5/1000 tab,228.0
80060,EMPAGLIFORM 12.5/500 30 TABS,154.5
81509,EMPAGLIMAX 10 TAB,154.5
89777,ENAROFERTY 30 CAPS,255.0
87366,ENCHANTTEUR ALLWRING PERFUM 236 ML,250.0
87367,ENCHANTTEUR ENTICING PERFUM 236 ML,250.0
87368,ENCHANTTEUR ROMANTIC BODY SPLASH 236 ML,260.0
79548,ENDLIXABAN 2.5 20TABLETS,166.0
81507,ENDLIXABAN 5 MG TAB,268.5
85205,ENDODRAVA 2MG 28 TABS,261.0
20458,ENEMACORT,120.0
2944,ENEMAX 120ML VIAL,40.0
82971,ENERA COLLAGEN 10SACHETS,300.0
86565,ENERA SHOTS DRINKABLE AMPOULE,300.0
87888,ENERGY HAIR FOOD COCONUT CREAM 200 ML,85.0
81886,ENHANTIN 400MG 30CAPS,102.0
90980,ENNERVITA RICH 30CAP,235.0
73455,ENRICH ORAL DROPS 30 ML,40.0
73541,ENRICH SYRUP 100 ML,34.0
47253,ENSURE VANILIA MILK GM,530.0
80163,ENTEROGERMINA 2 BILLION 10 VIALS,200.0
87445,ENTEROGERMINA 4 BILLION/5ML ORAL SUSP. 10 MINI BOT,200.0
92127,ENTRADA SYP 120 ML,88.0
74928,ENTRESTO 100 MG 28 TAB,1700.0
74927,ENTRESTO 200 MG 56 TAB,3559.0
74991,ENTRESTO 50 MG 28 TAB,1700.0
91382,ENZYMAX DUOBIOTICS 10 DOUBLE CAPS,250.0
59429,EPANUTIN 100MG 100 CAP IMP,750.0
20109,EPHEDRINE AMP,600.0
90695,epi-dinetra 10 tab,9.0
1361,EPI-DINITRA 5MG 30 TAB,16.0
46356,EPIAO 4000IU VIAL,155.0
59966,EPICEPHIN 1 GM I.M VIAL,60.0
73601,EPICEPHIN 1 GM I.V VIAL,60.0
64469,EPICEPHIN 2 GM I.V VIAL,77.0
74532,EPICEPHIN 500 GM I.M VIAL,33.0
1611,EPICOCILLIN 500MG CAP,40.0
2797,EPICOGEL SUSP. 180ML,48.0
84565,EPICOMB CREAM 15 GM,22.0
86835,EPICOPENTIN 300 MG 30 CAPS,96.0
88722,EPICOPENTIN 400 MG 30 CAPS,126.0
2090,EPICOPHYLLINE PHENOBARBITONE SYRUP,7.5
2042,EPICOPHYLLINE SYRUP,22.0
79553,EPICOPRED 20MG 20 TABLETS,104.0
78730,EPICOPRED 5 MG 30 TAB,69.0
19101,EPICOTIL 20 MG 10 TAB,28.5
73313,EPICOTIL 20 MG 3 VIAL,48.0
779,EPICOTIL SUPP,17.5
75835,EPIDERM SOOTHING CREAM 50 GM,70.0
81247,epidexone eye oint,7.5
23823,EPIDEXONE PLUS 1MG/ML EYE/EAR DROPS 5 ML,20.0
73600,EPIDRON 4 MG VIAL,13.0
49747,EPIFASI 5000 IU 1 AMP,500.0
75737,EPIFENAC 100 MG 20 TAB,33.0
47688,EPIFENAC 100MG SUPP,21.0
47535,EPIFENAC 25MG SUPP,9.0
74705,EPIFENAC 50 MG 20 TAB,30.0
83833,EPIFENAC 75 MG S.R. 10 TABS.,29.0
75678,EPIFENAC AMP,24.0
2243,EPIFENAC DROPS,20.0
57849,EPIGONAL75 MG AMP,321.0
1416,EPILAT CAP,18.0
916,EPILAT RETARD 20 TAB,22.0
18103,EPIMAG EFF SACHETS,26.0
79550,EPIMIRAFLU 10 CAPSULES,202.0
36211,EPINEPHRINE 25 AMP,67.0
EPI,EPINEPHRINE AMPOULE ADRINALINE 1MG,8.0
18583,EPINOR 400 MG 14 TAB,35.0
1576,EPIRAZOLE CAP,44.0
30371,EPIRIZINE 10 MG 10 TAB,15.5
72576,EPIROVASTIN 10 MG 7 TAB (EPICO),21.0
90390,EPIROVASTIN 10MG 14TAB,56.0
72577,EPIROVASTIN 20 MG 7 TAB (EPICO),28.5
89176,EPIROVASTIN20 MG 14 F.C TABS,76.0
61119,EPISOPT EYE DROPS 5 ML,70.0
1076,EPITENS 30 TAB,6.7
78596,EPIZITHRO 500MG 3-CAP,62.0
76501,EPIZOLONE-DEPOT VAIL,39.0
27457,EPOETIN 4000 IU VIAL,196.0
67316,ERALONER 25MG 20TAB,136.0
67308,ERALONER 50MG 20TAB,198.0
55579,ERASTAPEX 20 MG 30 TAB,75.0
55564,ERASTAPEX 40 MG 30 TAB,96.0
75852,ERASTAPEX CO 20\5 30 TAB.,114.0
75738,ERASTAPEX CO 40M/5M 30 TABS,144.0
75853,ERASTAPEX CO 40M\10M 30TAB.,165.0
56173,ERASTAPEX PLUS 20/12.5 MG 30 TAB,78.0
56158,ERASTAPEX PLUS 40/12.5 MG 30 TAB,96.0
75245,ERASTAPEX TRIO 10/40/25MG 30 TABS,162.0
82410,ERASTAPEX TRIO 20M/5M/12.5M 30FILM TALETS,114.0
83513,ERASTAPEX TRIO 40/5/12.5,144.0
79551,ERDOLYTIC 20 CAPSULES,124.0
81592,ERDOSOLVINE 300 MG 10 CAPS,69.0
E,EREC 100 MG 12 TAB,144.0
72947,ERECTALIS 20 MG 2 F.C. TABS.,74.0
91313,ERECTALIS 20 MG 4 F.C.TABS,148.0
91807,ERECTALIS 5MG 30TABS,187.5
84612,ERECTAMAX 20 2 TAB,50.0
89606,erectamax 20mg 4tab,144.0
87964,ERECTOBACK 20 MG 2 F.C TABLETS,20.0
86781,ERGOPRENO 600.000 I.U./1.5ML 3 I.M./ORAL AMP,63.0
89613,ERRICOVAN 20 TABS,90.0
85294,ESCANOR VIT 20 TABS,88.5
61239,ESCITALOBORG 20 MG 10 TAB,42.0
82998,escitapram 20m,116.0
87397,esctikana10 mg 28 tab,132.0
75322,ESLIZEPINE 400 MG 20 TAB,342.0
68763,ESLIZEPINE 800 MG 20 TAB,588.0
65942,ESMATAC 20 MG 14 CAP,55.0
81679,ESMATAC 40 MG 28 GELATIN CAPS,144.0
64443,ESMOPUMP 20 MG 14 TAB,113.0
57674,ESMOPUMP 40 MG 14 TAB,172.0
6562266,ESMORAP 10 MG,63.0
75039,ESMORAP 20 MG 14 CAP,76.0
74048,ESMORAP 40 MG 14 CAP,138.0
86400,ESMORAP 40 MG POWDER FOR SOLUTION,60.0
68762,ESOGERDAZOLE 40 MG MG DR 14 CAP,118.0
85284,ESOMEPRAZOLE-EVA 40MG 20 E.C. TABS.,116.0
85698,ESOMEPRAZOLE 20 MG 20 TAB,41.0
81146,ESOMIUM 40MG 14 S.R. CAPS.,202.0
90441,ESOVAXOLE 40MG 28TAB,192.0
83129,ESSENTIALE 300MG 30CAPS,195.0
84772,ESTERO-MAP 20 MG 30 TABS,105.0
83016,ESTERO - MAP 10 MG 30 TAb,132.0
47769,ESTIKAN 10MG TAB,48.0
47770,ESTIKAN 20MG 14 TAB,106.0
73351,ESTOHALT 40 MG 14 CAP,81.0
82927,ESTRACEPTIVE 21 TABS,41.0
91261,ESTRAVODOSE 2 MG 28 F.C. TABS,53.0
55700,ETHOXA 120 ML 250 MG SYRUP,99.0
82791,ETICOXIA 90MG 14TABS,79.0
81505,ETORICOX-HEXAL 90 MG 30TABS,306.0
76487,EUCAL CREAM 30 GM,40.0
74690,EUCAL CREAM 50 GM,55.0
73542,EUCAL GEL 50 GM,75.0
91067,EUCAL GEL MASSAGE 30 GM,75.0
62131,EUCAL HERBAL MASSAGE GEL 30 GM,22.5
73522,EUCARBON 30 TABS.,135.0
90923,EUCERIN SERUM,799.0
384,EUMOVATE CREAM,12.75
19100,EUROCOX 200MG TAB,67.0
84911,EUTHROX50MG TAB50,46.0
91461,EUTHYROX 100MCG 100TAB,140.0
91462,EUTHYROX 100MCG 50TAB,70.0
81702,euthyrox 25 ug 100 tab,30.0
67312,EUTHYROX 25MG 50TAB,33.0
91403,EUTHYROX 50MCG 100 TAB,92.0
91460,EUTHYROX 50MCG 50 TABS,46.0
91459,EUTHYROX 75 MCG 100 TABS,121.0
87456,EVA BEBE LOTION 200 ML,130.0
87378,EVA BODY SPLASH 240 ML MYSTIC ORCHID,225.0
87560,EVA MEDIUM HEALYHY,35.0
74753,EVACULAX 500MG 20 TABS,88.0
90785,EVANEOTRIM 120 EXT. F.C. TABS.,1598.0
47557,EVASTINE 10MG 20TAB,54.0
20249,EVASTINE SYRUP 100 ML,28.0
73236,EXAMIDE 10 MG 30 TAB,117.0
82497,examide 100mg 20tab,144.0
73511,EXAMIDE 20 MG 20 TAB,106.0
73459,EXAMIDE 5 MG 30 TAB,66.0
79558,EXARETIC 10 MG 30TABLETS,108.0
79557,EXARETIC 20 MG 30 TABLETS,141.0
91050,EXCELSA 20MG 14TAB,114.0
90715,EXCEPTION 20 CAP,150.0
82570,EXEEDOGAST 40 M TAB,168.0
45111,EXELON 3 MG 28 CAP,350.0
90551,EXELON 4.6MG,822.0
73909,EXFORGE 10/160 MG 14 TAB,218.0
73630,EXFORGE 5/160 MG 14 TAB,218.0
74304,EXFORGE HCT 5/160 /12.5 MG MG 14 TAB,270.0
73463,EXFORGE HCT 10 /160 /25 MG MG 14 TAB,270.0
88302,EXOSIRYLIC 250 MG 20 F.C TABLETS,80.0
89218,EXOSIRYLIC 500 MG 20 F.C. TABS,194.0
90716,EXOSPAST 100MG 30 TAB,73.5
47320,EXTRA CREAM,65.0
59550,EXTRAGESIC 400 MG 20 TAB,34.0
88261,EXTRAUMA DNA 40GCREAM,30.5
66835,EXTRAUMA DNA CREAM 25 GM,28.0
73334,EXTRAUMA FORTE GEL 25 GM,41.0
75185,EXTRAUMA FORTE GEL 40 GM,58.0
56785,EXTREME 20 PIECES,95.0
30510,EXUPAR 15 MG 20 TAB,33.5
86382,EZACARD 100 MG 30 TABS,51.0
18192,EZACARD 75MG 30 TAB,51.0
46465,EZAMOL C 20TAB,24.0
87348,EZAPRIL-CO 20/12.5MG 30 TABS,72.0
88332,EZAPRIL 10 MG 30 TABLETS,54.0
73249,EZAPRIL 20 MG 20 TAB,32.0
88259,EZAPRIL 20 MG 30 TABS,69.0
58633,EZOGAST 20 MG 14 CAP,122.0
87843,ezogast 40 28 capsules,320.0
76716,EZOGAST 40 MG 14 CAP,160.0
91695,EZOKO 100/60 MG 8 F.C. TABS,194.0
82772,FAGLOZINO 10MG TAB,186.0
82820,faglozino 25mg 30 tab,207.0
73875,FAKTU 8 SUPP,72.0
73631,FAKTU OINTMENT 30 GM,76.0
90081,fam 10mg 30tab,99.0
88087,FAMICHEW 30 CHEEWABLE TAB,30.75
18856,FAMOTAK 20MG TAB,28.0
23141,FAMOTAK 40MG 20TAB,42.0
33094,FAMOTIN 40MG TAB,60.0
84748,FANGRARE SHOWER GEL 200 ML,160.0
19009,FARCOCIN CREAM 20 GM,23.0
19011,FARCOCIN OINT,23.0
7623,FARCOLIN SOLUTION,37.0
73094,FARCOLIN SYRUP 120 ML,22.0
16584,FARCOTILIUM SYRUP,24.0
81224,FARCOVIT B12 30 TABS,45.0
75140,FARMACTIVE SILVER SPRAY 125 ML,849.0
81222,FAROVIGA 100MG 12 F.C. TAB,108.0
50396,FAST CARE D ANTIDANdruff SHAMPOO 150 ML,95.0
50394,FAST CARE P SHAMPOO 250 ML,175.0
81832,FAST FREEZE GEL 100 GM,160.0
83182,FAST FREEZE SPRAY,250.0
18942,FAST SYRUP,55.0
56686,FASTCURE 40 MG 14 CAP,84.0
47546,FASTCURE 20 MG 14 CAP,56.0
80996,FASTEL 120 MG 20 F.C TABS.,66.0
80963,FASTEL 180 MG 20 TAB,84.0
77087,FASTER GEL 80GM,40.0
87044,FASTER HAIR BACK BLACK GARLIC OILEX OIL 100 ML,200.0
87505,FASTER HAIR BACK OILEX OIL CAFFEINE,180.0
77089,FASTUM GEL 15GM,20.0
74290,FASTUM GEL 60 GM,38.0
91757,FAT BOM 30 CAP,340.0
75173,FATTACHE GUIDE 30 TAB,285.0
46839,FAVERIN 100 MG 30 TAB,261.0
1684315,FAVERIN 50MG 60 TAB,262.0
fa,FAWAR FRUIT 6 SACHETS,24.0
78358,FAYCID HAIR OIL 60 ML,30.0
63146,FEBURIC 120MG 10TAB,73.0
81451,feburic 40 mg tab,76.0
65945,FEBURIC 80MG 30TAB,139.5
74202,FELDENE 20 MG DISPERSIBLE 10 CAP,45.0
74757,FELDENE 20 MG DISPERSIBLE 10 TAB.,28.0
78175,FELDENE 20MG/ML I.M. 3 AMP,45.0
74127,FELDENE 20MG/ML I.M. 6 AMP.,90.0
6773,FELDORAL AMP,16.5
80691,FEMAPENT 2.5MG 14 TABS,228.0
91463,FEMAPENT 2.5MG 30 TABS,591.0
32365656,FEMARA 2.5,1139.0
41034,FEMARA 2.5 MG 30 TAB,1139.0
87105,FEMI LIQUID CLEANSER,150.0
fem,FEMOGESAL 0.03/0.075MG 21 F.C.TABS,76.0
91368,femoston2/10mg 28 tap,275.0
86023,FEMTONEX FOR WOMAN 30 TABS,300.0
11253,FENISTIL DROPS,34.0
79234,FENTEX MOUTH SPRAY 60 ML,70.0
91984,FENUPOLYEN 30 CAP,105.0
90781,FERLAGE 20 CAPS,110.0
89006,FERMED 100MG/5ML 5 AMP,215.0
59738,FERNILAR 20 TAB,48.0
59336,FERNILAR SYRUP,8.5
90620,feroglobi b12 liquid syrp,65.0
74187,FEROGLOBIN 30 CAP,210.0
87820,feroglobin 30 cap مستورد,600.0
74574,FEROGLOBIN SYRUP 120 ML,100.0
91446,FEROJUST 30 CAPS,195.0
11737,FEROSAC 100MG/5ML 5 AMP.,470.0
79555,FERRINO 30 TABLETS,180.0
82514,FERRODEP 150 ML SYP,250.0
81972,FERRODEP 30 CAP,300.0
78139,FERRODUONAL 30-CAP,135.0
47691,FERROFOL CAP,39.0
82909,FERROHEALTHY 120ML SYRUP,85.0
85545,FERRONEX PLUS 20CAPS,110.0
83752,FERROPOLYN 30 CAPS,105.0
84408,FERROSWAB ORAL SOLUTION 20 UNIT,108.0
92000,FERROTRON 30 CAP,180.0
92452,FERROTRON FORTE 30 CAPS,210.0
85142,FERTINA BONAVIDEA 30 HARD CAPSULES,750.0
83020,FERTITONEX 30 CAP,300.0
84661,FETTARM DROPS,90.0
89244,FEVONOXOL 1 GM 20 TABLETS,60.0
17820,FEWMIG CAP,60.0
47270,FEXON 120MG TAB,28.0
40551,FEXON 180MG TAB,42.0
91427,FEXOSTADINE 120 MG 20 TABS,70.0
88213,FIANCEE ANION & CASTOR 240 ML CREAM,65.0
88214,FIANCEE LEMON & ALOE 240 ML CREAM,60.0
61994,FINASTURA 5 MG 30 TAB,111.0
83600,FINE DERM CREAM 30GM,89.0
83601,FINE DERM CREAM 50GM,115.0
91624,FINOXLAB 20 MG 20 F.C.TABS,810.0
86214,FIRSTVOC HAIR LOTION 120 ML,199.0
88767,FIRSTVOC SHAMPOO&COONDITIONER FRIZZ CONTROL 200 ML,185.0
88504,FISH TOOTHBRUSH SILICONE,35.0
84958,FITAMART CREAM 50GM,90.0
86089,FITMOTUS 30 F.C. TABS.,550.0
79387,FITO CREAM,180.0
57416,FITT-BAR SOAP,60.0
83319,FLACORT 30 MG 20 TABS.,164.0
82923,FLACORT 6 MG 20 TABS.,54.0
3220,FLADAZOLE 500 MG 4 TAB,26.0
46667,FLAGELLAT FORTE 200 MG SUSP,32.0
90253,flagoshown 20 tab,105.0
73371,FLAGYL 500 MG 20 TAB,34.0
73296,FLAGYL SUSP 125 MG 100 ML,26.0
81452,flamifast 50 mg tab,52.5
63147,FLAMIFAST 50MG 30 TAB,52.5
91016,FLAMOFENAC 5ML EYE DROP,40.0
75036,FLAMOGEN 30 TAB,57.0
86315,FLAMOGEST 30 TABS,210.0
63999,FLAMOTAL 400MG 30TAB,46.5
63152,FLAMOTAL 600MG 20TAB,56.0
57836,FLAMOTAL 800 MG 10 TAB,35.0
79736,FLASH ACT 9 SACHETS,30.0
32190,FLATIDYL 30 CHEWABLE TAB,54.0
84307,FLAVICEF 100/5ML 30ML SUSP,43.0
81695,FLAVICEF 100/5ML 60 ML SUSP,83.0
57324,FLAVICEF ORAL SUSP 60 ML,83.0
75187,FLAZACOR 30 MG 10 TAB,148.0
43854,FLAZACOR 6 MG 10 TAB,38.0
55989,FLEBOTON 3 AMP,51.0
73208,FLECTOR 50 MG 30 CAP,87.0
73142,FLECTOR GEL 25 GM,32.0
79364,FLEXEZE MASSAGE GEL 50GM,49.0
65946,FLEXILAX 50/500 MG 30 TAB,84.0
18209,FLEXOFAN 20 CAP,56.0
85083,FLEXOLYTE 240 ML CALASIC,45.0
82449,flexolyte 240 ml orange,55.0
82450,FLEXOLYTE STRAW. ORAL REHYDRATION SOL. 240 ML,55.0
55141,FLEXPRO EXTRA 20 TAB,46.0
64094,FLIX NASAL SPRAY 50 MCG/METERED SPRAY DOSE,76.0
73840,FLIXONASE SPRAY,133.0
249,FLIXOTIDE EVOHALER 125 MG,141.0
74404,FLIXOTIDE DISKUS 250MCG,150.0
75114,FLIXOTIDE EVOHALER 50MCG,111.0
65934,FLOPADEX 4 MG 20 CAP,96.0
75515,FLOPADEX 8 MG 30 CAP,177.0
87004,FLORAX 20 CAP,110.0
82481,FLORAX 24PIECES 2STRIPS,65.0
74566,FLOTAC 75 MG 20 CAP,90.0
85444,flowadjust 25 30 tab,306.0
73709,FLOXAMO 1 GM 16 TAB,110.0
79195,FLOXEPCI 10 TABLETS,176.0
90615,FLOZIGLIPTIN 10/5 MG 30 F.C. TABS,269.25
49613,FLU-C EFF 6 SACHETS,39.0
23033,FLUB SUSP,36.0
53784,FLUCA DROPS 5 ML,66.0
30350,FLUCAMOX 1GM VIAL,35.0
18842,FLUCORAL 2CAPS,30.0
92298,FLUCORAL 4 CAPS,60.0
74308,FLUGENIL 600 MG 10 VAG OVULES,537.0
64363,FLUIMUCIL 600 MG 10 EFF TAB,135.0
73785,FLUMOX 1 GM I.M/I.V. VIAL,26.0
73486,FLUMOX 1000MG 15CAP,92.0
73496,FLUMOX 250MG CAP,40.0
73310,FLUMOX 500 MG 16 CAP,71.0
81458,flunzapine 12/50 cap,200.0
81456,flunzapine 6/25 cap,122.0
91137,FLUOROCARE ORAL GEL,40.0
34952,FLUOXETINE CAP,18.6
FLU,FLUREST 20 TAB,32.0
84597,FLUROFLOX 400 mg 10 TAB,184.0
59476,FLUROQUINOMOX 05% 5 ML,45.0
20148,FLUTIN CAP,26.0
17360,FLUVER SUSPENSION,26.0
20149,FLUVER TAB,19.0
48174,FLUXOPRIDE 5 MG 30 TAB,75.0
89261,FOCUSTIN 250MG/5ML SYRUP 60 ML,110.0
89184,FOCUSTIN 500 MG 20 CAPS,330.0
87828,FOGG OSSUM FANTASY 120 ML,130.0
86136,fogg spray fizzy dew 120 ml,130.0
89941,FOLAFLIC 20 CAPS,100.0
77091,FOLDEX CREAM 50ML,190.0
86930,FOLEX 30 CHEW. TABS,55.0
73297,FOLIC ACID (MEPACO) 500 MCG 20 TABS.,40.0
77759,FOLIC ACID 5 MG 20-TAB EPICO,24.0
78323,FOLIC ACID 5 MG 30 TABS,36.0
89663,FOLIC B COMPLEX 20 TABS,90.0
77086,FOLICAP 2.5MG 24-CAP,22.0
92100,FOLIPLEX LOZENGES,80.0
86777,FOLLIGANT SHAMPOO 250 ML,178.0
46674,FOLLITONE HAIR OIL 120ML,135.0
38776,FOLLITONE HAIR SPRAY,148.0
87927,FONDACLAV 1 GM 12 F.C TABLETS,130.0
78381,FOOT SMART CREAM 60 GM,65.0
89363,FOR KIDS D3 400 I.U./DROP ORAL DROPS 15 ML,47.0
91854,For Kids Parrot Syurp,370.0
81337,FORACT MASSAGE CREAM 50GM,79.0
89600,FORADIL 60CAPS,560.0
78342,FORBUDES 400/12MCG 60 INH. CAPS.+INHALER,334.0
81449,FORFLOZIN 10 MG 30 F.C.TABS,306.0
86535,FORFLOZIN 5 MG 30 TABS,153.0
83846,FORMAMY 30 TABS,175.0
87880,FORMAMY NIPPLE CREAM 50 GM,150.0
91794,FORMAMY SCAR GEL 30 ML,400.0
75614,FORMOHALE 12 UGM 30 CAP,198.0
74243,FORTAMIND 100MG/ML ORAL DROPS 30 ML,99.0
77090,FORTAMIND 1GRAM 5-AMP,145.0
77295,fortazedim 1g vial,59.0
66326,FORTIBIOTIC 1500 MG VIAL,51.0
81938,fortibone 10 sachet,380.0
82800,FORTIFERRUM 14 SACHET,255.0
67408,FORTRUSTEP 60 MG 6 TABS,114.0
73417,FORTUM 1 GM VIAL,106.0
73538,FORTUM 500MG VIAL,66.0
59478,FORTYMOX 0.5% 10 ML,62.0
79215,FORTYMOX PLUS EYE DROPS,39.0
3954,FORXIGA 10 MG 28 TAB (ASTRAZENECA),602.0
77107,FORXIGA 5MG 28-TAB,602.0
18268,FOSAMAX 70MG TAB,62.75
46832,FOSAVANCE 70MG/2800UI 2TAB,105.0
59560,FOSTIMON 150 i u VIAL,1128.0
10409,FOSTIMON 75 I.U VIAL,566.0
90676,FOSTINEOCORT 20GM,43.0
92130,FOSTMON 150 I.U,1210.0
98259,FOUR VENT SYRUP 125ML,24.0
88400,FOWGO 30 SOFT GELATIN CAPSULES,120.0
80105,FOX-125MG 10TABS,100.0
92036,FOXILAGE 30 ML ORAL DROPS,85.0
32130,FOXIME 1 GM IM VIAL,48.5
77093,FOXIME 500MG VAIL,29.0
39916,FREE BABY SYP,60.0
91165,FREE SYRUP,30.0
83353,FREE VIT 20 TABLETS,180.0
85525,FRESH BREATH STRAWBEERY SPRAY 30ML,40.0
87469,FRIOMED MASSAGE GEL,98.0
87468,FROST MAX TOPICAL SPRAY 200 ML,220.0
55841,FROST SPRAY 100 ML,165.0
66043,FROST TOPICAL GEL 100 GM,125.0
84169,FUCI-TOP-C CREAM 15 GM,33.0
65503,FUCICORT 20 GM CREAM,70.0
56040,FUCICORT 30 GM CREAM,100.0
77303,FUCICORT CREAM 15GM,60.0
74691,FUCIDEL CREAM 15 GM,56.01
77095,FUCIDIN 20GM CREAM,69.0
74240,FUCIDIN CREAM 15 GM,56.0
73290,FUCIDIN CREAM 30 GM,96.0
10745,FUCIDIN OINT 15 GM,56.0
74692,FUCIDIN OINTMENT 20 GM,69.0
73548,FUCIDIN OINTMENT 30 GM,96.0
90995,FULPRAZAL 40 MG 14 CAPS.,118.0
83006,FULPRAZAL 40MG 20 TABS,168.0
74767,FUNGIBACID NAIL SOLUTION 5 ML,59.0
81735,FUNGICAN 150 MG 2 CAP,47.0
19691,FUNGICARE SOAP 80 GM,60.0
86086,FUNGICLEAR 200 MG 4 CAPS,148.0
89423,FUNGILIMIT 200 MG 10 F.C.TABS,932.0
1088,FURAZOL TAB,40.0
83361,fusamic 10 mg,36.0
89701,FUSI-ZON CREAM 30 GM,83.0
91390,FUSI 2% OINT. 30 GM,68.0
83120,FUSI 30GM CREAM,68.0
74268,FUSI CREAM 15 GM,44.0
83258,FUSI CREAM 30GM,79.0
76429,FUSI OINT 15 GM,38.0
73764,FUSI ZONE CREAM 15 GM,48.0
10971,FUSIDERM CREAM,44.0
10975,FUSIDERM OINT,30.0
84259,FUTACOXIB 60 MG 30 TABS,231.0
91458,FUTACOXIB 90 MG 30 TABS,297.0
81196,FUTAPAN 40 MG 1 VIAL,59.5
85556,FUTAPAN 40 MG 28 TABS,144.0
81834,futapan 40mg 28 tablets,60.0
72848,FUTATREAT 500 MG 20 TAB,112.0
79605,FUTAVILDIX 50/1000 MG 30 F.C. TABS.,192.0
79606,futavildix 50/850mg 30tablets,192.0
90406,g l mama check,25.0
GC,G.C.MOL 250ML 6 SACH,25.0
80360,g.t.n. cream,30.0
63151,GABALEPSY 300 MG 20 CAP,102.0
89465,GABAPENTIN 100MG 30CAPS,48.0
81219,GABAPENTIN 300MG 30 TABS,69.0
87402,gabapentin 800 20 tab,96.0
90859,GABAVERONA 300 MG 30 H.G. CAPS,126.0
90259,GABAVERONA 400 MG 30 H.G. CAPS,156.0
67208,gabimash 300mg 30 tab,114.0
84225,GABIMASH 800MG 30 CAPS,216.0
73341,GALVUS 50 MG 28 TAB,218.0
gal850,GALVUS MET 50 MG 850 MG 30 TAB,309.0
gal500,GALVUS MET 50 MG /500 MG 30 TAB,258.0
gal1000,GALVUS MET 50/1000 MG 30 TAB,315.0
84935,gamabion tab,140.0
84330,GAMAFER 20TAB,98.0
85207,GAMAGEN GEL 60 GM,75.0
89062,GAMASTEINE 10 SACHETS,75.0
90022,GAMATERN 20 TABS,110.0
88919,GAMPYRCETAL 1 GM/100ML VIAL FOR I.V. INF,73.0
87161,GAMRENO 20CAPSULES,120.0
27539,GANATON 50 MG 30 TAB,90.0
79608,GANTOLIEF 50 MG 30 F.C.TABS.,60.0
67457,GANVIR EYE GEL 10 GM,55.0
73275,GAPTIN 100MG 30CAP,81.0
47574,GAPTIN 300MG 30CAP,126.0
47575,GAPTIN 400MG 30CAP,156.0
18479,GARAMYCIN 20MG 6 AMP,66.0
18199,GARAMYCIN 40MG AMP,22.5
73878,GARAMYCIN 80MG 3 AMP,60.0
75635,GARAMYCIN CREAM 15gm,22.0
92238,Garamycin cream 30gm,37.0
77101,GARAMYCIN OINT 15GM,22.0
83811,GARIPE WATER SMILE 120ML,23.5
87806,GARNIER SKIN ACTIVE FAST CLEAN 2% 150 ML,180.0
87999,GARNIER SKIN ACTIVE FAST CLEAN 50 ML,94.0
55592,GAROPRIDE 50 MG 30 TAB,63.0
73608,GASIFLATYL 40 MG 30 CHEWABLE TABS,54.0
54779,GASMOVAC 30 TABS,78.0
84967,GASMOVAC 5 MG 30 TAB,117.0
73848,GAST-REG 100MG 30 TAB,72.0
73357,GAST-REG 200 MG 30 TAB,84.0
40049,GAST-REG 50MG 3AMP,33.0
73214,GAST-REG SYRUP 125 ML,33.0
64009,GASTORELIVE 50 MG 30 TAB,90.0
75083,GASTROBIOTIC 200 MG 20 TAB,162.0
82482,GASTROBIOTIC 200 MG 30 F.C. TAB,243.0
73902,GASTROBIOTIC 550 MG 30 TAB,516.0
89672,GASTROBIOTIC 550 MG 20 F.C. TAB,344.0
17389,GASTRODOMINA 20MG 20 TAB,16.0
20665,GASTRODOMINA 40MG 30TAB,61.5
941,GASTROFAIT 1GM TAB,70.0
47644,GASTROLOC 40 mg 20CAP,79.0
17702,GASTROMOTIL SUSP,24.0
90220,GASTROPEXY 10 MG 28 TAB,118.0
88421,GASTROPEXY 20 MG 28 TABS,194.0
79400,GASTROTIDIN 3 AMPULES,54.0
91926,GASTROTIDIN 6 AMP,108.0
74578,GATISTAR 0.5 % EYE DROPS 5 ML,62.0
86852,GATZA SEA WATER 60ML,85.0
74227,GAVISCON ADVANCE 150 ML SYRUP,144.0
GND,GAVISCON DOUBLE ACTION 24 SACHETS,288.0
GN,GAVISCON LIQUID 24 SACHETS*10 ML,288.0
92018,GEENBEST MASSAGE CREAM 75GM,165.0
82078,GELINOSE GEL 20 GM,50.0
88124,gelogar agar drops,78.0
64461,GENGIGEL GENGIVAL GEL 20 ML,365.0
68952,GENGIGEL HYDROGEL 150ML MOUTH RINSE,350.0
72019,GENGIGEL TEETHING GEL 20 ML,420.0
9300,GENTIAN VIOLET 1% 15 GM,10.0
80912,GENUPHIL 10 sachets,295.0
83621,GENUPHIL 30 SACHETS,785.0
73205,GENUPHIL ORIGINAL 50 TAB,310.0
89019,GENUPHIL WOMAN 10 SACHETS,295.0
88371,GEO ALIN 20 tablets,135.0
