product_name_ar,product_name_en,store_product_id,product_id,sale_price
ابيكوفلوسين 200 مجم 10 اقراص,EPICOFLOCIN 200 MG 10 F.C.TAB.,1765828.0,5220.0,18.0
ابيكوفيللين 2.5 جم / 100 مل شراب 125 مل,EPICOPHYLLINE 2.5 G / 100 ML SYRUP 125 ML,2427968.0,5224.0,22.0
ابيلات 10 مجم 30 كبسول,EPILAT 10 MG 30 S.G.CAPS.,2434953.0,5260.0,18.0
ابيليبكس 10 مجم 30 اقراص,APILIPEX 10 MG 30 F.C.TAB.,2411185.0,1088.0,90.0
ابيليفاي 10 مجم 10 اقراص,ABILIFY 10 MG 10 TABS.,2490241.0,29.0,220.5
ابيليفاي 15 مجم 10 اقراص,ABILIFY 15 MG 10 TABS.,943058.0,31.0,330.5
ابيليفاي 5 مجم 10 اقراص,ABILIFY 5 MG 10 TABS,2254422.0,32.0,134.5
ابيماج 12 اكياس فوار,EPIMAG 12 EFF. GR. IN SACHETS,1260293.0,5263.0,26.0
ابيميرافلو 75 مجم 10 كبسول,EPIMIRAFLU 75 MG 10 CAPS.,2589105.0,5270.0,202.0
ابينور 400 مجم 14 اقراص,EPINOR 400 MG 14 TAB.,2129543.0,5274.0,35.0
اتاكاند 16 مجم 14 اقراص,ATACAND 16 MG 14 F.C. TAB,1652234.0,1294.0,116.0
اتاكاند 4 مجم 14 اقراص,ATACAND 4 MG 14 TAB.,901698.0,1295.0,39.75
اتاكاند 8 مجم 14 اقراص,ATACAND 8 MG 14 TABS,901699.0,71829.0,83.0
اتاكاند بلس 16 / 12.5 مجم 14 اقراص,ATACAND PLUS 16 / 12.5 MG 14 TABS,2535626.0,1297.0,116.0
اتاكاند بلس 32 / 25 مجم 14 اقراص,ATACAND PLUS 32 / 25 MG 14 TABS.,901697.0,1298.0,179.0
اتالوكس كريم 40 جم,ATALUX CREAM 40 GM,1738452.0,1299.0,50.0
اترابكس 100 مجم 15 كبسول,ITRAPEX 100 MG 15 CAPS.,901702.0,7962.0,141.0
اترابكس 100 مجم 4 كبسول,ITRAPEX 100 MG 4 CAPS.,901701.0,7963.0,38.0
اترافنجكس 100 مجم 15 كبسول,ITRAFUNGEX 100 MG 15 CAPS.,2434964.0,7957.0,114.0
اترافنجكس 100 مجم 4 كبسول,ITRAFUNGEX 100 MG 4 CAPS.,2562501.0,7956.0,33.0
اتراكتا ريفورس 12 امبول 5 مل,ATRAKTA RE / FORCE HAIR 12 AMPOULES 5 ML,1804213.0,1368.0,750.0
اتراكتا ريفورس سيروم للشعر 200 مل,ATRAKTA RE / FORCE HAIR SERUM 200 ML,1765847.0,1369.0,495.0
اتراكون 100 مجم 14 كبسول,ITRACON 100 MG 14 CAPS.,2601790.0,7954.0,130.0
اترانوكس 100 مجم 15 كبسول,ITRANOX 100 MG 15 CAPS.,2468124.0,7961.0,108.0
اترانوكس 100 مجم 5 كبسول,ITRANOX 100 MG 5 CAPS,2635903.0,71830.0,23.5
اتروبين سلفات 0.1 % 6 امبول ممفيس,ATROPINE SULPHATE 0.1 % 6 AMP,1670646.0,1373.0,39.0
اتروبين سلفات 100 امبول,ATROPINE SULPHATE 1 MG / ML 100 AMP,2575718.0,,500.0
اتروبين سلفات 6 امبول,ATROPINE SULPHATE 0.1 % 6 AMP,2682644.0,,39.0
اتروزيمب 10 / 10 مجم 30 اقراص,ATROZEMB 10 / 10 MG 30 F.C. TAB.,2601791.0,1382.0,228.0
اتروزيمب 10 / 20 مجم 30 اقراص,ATROZEMB 20 / 10 MG 30 F.C. TAB.,1652246.0,1384.0,228.0
اتروزيمب 10 / 40 مجم 30 قرص,ATROZEMB 40 / 10 MG 30 F.C. TAB,1652247.0,75549.0,243.0
اتروزيمب 10 / 80 مجم 30 اقراص,ATROZEMB 10 / 80 MG 30 TABS,2146598.0,78561.0,282.0
اتروفنت 250 ميكرو / 2 مل 20 امبول,ATROVENT 250 MCG / 2 ML 20 UNIT DOSE VIAL,2542937.0,82251.0,286.0
اتروفنت 500 ميكرو / 2 مل 20 امبول,ATROVENT 500 MCG / 2 ML 20 UNIT DOSE VIAL.,1536515.0,1379.0,286.0
اتش ايرون 30 كبسول,H IRON 30 CAPS,2499724.0,81608.0,135.0
اتش بي اي ايه بلس 20 اقراص,H PEA PLUS 20 CAPS,2315999.0,133908.0,150.0
اتش بي جي فيت 30 كبسول,HPG VIT 30 CAPS,2499725.0,78496.0,120.0
اتش جوينت 30 اقراص,H JOINT 30 TABS,2161369.0,78579.0,210.0
اتش فيرين 350 20 كبسول,H FERRIN 350 20 CAPSULES,2499727.0,81607.0,350.0
اتكوجليفلوزين 10 مجم 30 اقراص,ATCOGLIFLOZIN 10 MG 30 F.C.TABS,1022445.0,72287.0,180.0
اتكوجليفلوزين 25 مجم 30 اقراص,ATCOGLIFLOZIN 25 MG 30 F.C.TABS,1657241.0,72288.0,180.0
اتكوفلدوميت 50 / 1000 مجم اقراص,ATCOVILDUMET 50 / 1000 MG TAB,2601798.0,80642.0,159.0
اتكوفومسيت 4 مجم / 2 مل 3 امبول,ATCOVOMSET 4 MG / 2 ML 3 AMPS,2199683.0,80758.0,78.75
اتكوفومسيت 8 مجم / 4 مل 3 امبول,ATCOVOMSET 8 MG / 4 ML 3 AMPS,2499728.0,80759.0,142.5
اتكوكوكسيب 60 مجم 30 اقراص,ETORICOXIB 60 MG 30 TABS,2199252.0,79617.0,160.5
اتكوكوكسيب 90 مجم 30 اقراص,ETORICOXIB 90 MG 30 TABS,2146672.0,79618.0,241.5
اتلا دي كا قطره بالفم 15 مل,ATLA DK ORAL DROPS 15 ML,2646192.0,126021.0,90.0
اتلاباسيلس قطره بالفم 15 مل,ATLABACILLUS ORAL DROP 15 ML,2570465.0,81081.0,135.0
اتلاتكس كريم 50 جم,ATLATEX CREAM 50 GM,2595653.0,75573.0,79.0
اتلاكير 20 اقراص,ATLACARE 20 TABS,2595651.0,78497.0,220.0
اتميبرازول 20 مجم 20 كبسول,ATMIPRAZOLE 20 MG 20 CAPS,2185401.0,75281.0,75.0
اتميبرازول 40 مجم 20 كبسول,ATMIPRAZOLE 40 MG 20 CAPS.,2129103.0,72289.0,116.0
اتنسيرا 18 مجم 30 كبسول,ATTENSERA 18 MG 30 CAPS.,2609377.0,1386.0,162.0
اتور 10 مجم 7 اقراص,ATOR 10 MG 7 TAB.,901718.0,1342.0,45.0
اتور 20 مجم 10 اقراص,ATOR 20 MG 10 F.C. TAB.,1671708.0,1343.0,79.0
اتور 40 مجم 10 اقراص,ATOR 40 MG 10 F.C. TAB.,901721.0,1344.0,106.0
اتور 80 مجم 10 اقراص,ATOR 80 MG 10 F.C.TABS,2345216.0,130025.0,112.0
اتورستات 10 مجم 14 اقراص,ATORSTAT 10 MG 14 F.C.TAB,901722.0,1349.0,56.0
اتورستات 20 مجم 14 اقراص,ATORSTAT 20 MG 14 SCORED TABS,2601805.0,1350.0,64.0
اتورستات 40 مجم 14 اقراص,ATORSTAT 40 MG 14 BISCORED TABS,2468136.0,1351.0,76.0
اتورستات 80 مجم 10 اقراص,ATORSTAT 80 MG 10 BISCORED TABS,2144230.0,1352.0,64.0
اتوريزا 10 / 10 مجم 28 اقراص,ATOREZA 10 / 10 MG 28 F.C. TAB.,1738474.0,1346.0,166.0
