code,drug_name,matched_product_name_en,matched_product_name_ar,matched_store_product_id,match_score,verified,match_method,ai_confidence,ai_review_confidence
88634,cal dar tablet,,,,,,no_match,,
74096,CAL MAG 30TAB,,,,,,no_match,,
83142,CAL MAG FORTE SYRUP,CAL MAG FORTE SYRUP 120 ML,كال ماج فورت شراب 120 مل,2369295.0,84.4,ai_confirmed,ai_verified,0.0,
84407,CAL MAG JOINT 30TAB,CAL MAG JOINT 30 TAB,كال ماج جوينت 30 قرص,2436981.0,100.0,algo_match,brand_index,,
19375,CAL PREG 30 TABS,CAL PREG 30 F.C. TABS,كال بريج 30 اقراص,2470651.0,88.9,ai_confirmed,ai_verified,0.0,
75415,CAL PREG D 30 TAB,CAL PREG D 30 F.C. TABS.,كال بريج دي 30 اقراص,2143931.0,87.2,ai_confirmed,ai_verified,0.0,
90596,CALAMINE-GO LOTION,CALAMINE GO LOTION,كالامين جو لوشن,,100.0,algo_match,brand_index,,
84807,CALAMINE 100 ML LOTION,CALAMINE LOTION 100 ML NOVEX,كالامين لوسيون / نوفيكس قديم,2370968.0,88.0,ai_confirmed,ai_verified,0.0,
51522,CALAMINE 80 MI LOTION,CALAMINE GO LOTION,كالامين جو لوشن,,90.9,algo_match,token_set_ratio,,
83220,CALAMYL LOTION 100ML MUP,CALAMYL D LOTION 100 ML,كالاميل دي لوسيون 100 مل,2127946.0,87.5,ai_confirmed,ai_verified,0.0,
90699,CALCAO 20TAB,,,,,,no_match,,
74505,CALCI- MAX 600 mg 30 tab,CALCIMAX 600 MG 30 F.C. TABS.,كالسي ماكس 600 مجم 30 اقراص,1455925.0,88.0,ai_confirmed,ai_verified,0.0,
79750,CALCI-MASH 30 F.C. TABS.,CALCI MASH 30 F.C. TABS.,كالسي ماش 30 اقراص,2146645.0,100.0,algo_match,brand_index,,
73653,CALCI MAX PLUS TAB,CALCIMAX PLUS 30 F.C. TABS.,كالسي ماكس بلس 30 اقراص,2473490.0,88.9,ai_confirmed,ai_verified,0.0,
90426,CALCICOLAGE,CALCICOLAGE SYRUP 120 ML,كالسيكولاج 120 مل شراب 75,2653637.0,100.0,algo_match,token_set_ratio,,
89983,calcicolage 20tab,CALCICOLAGE 20 TABS,كالسيكولاج 20 اقراص,2431241.0,97.3,algo_match,brand_index,,
81307,CALCIDOL CALCIUM,CALCIDOL CALCIUM 20 TABS,كالسيدول 20 اقراص جديد,2532956.0,80.0,ai_confirmed,ai_verified,0.0,
91927,CALCIMA Plus 30 PICS,,,,,,no_match,,
74605,CALCIMATE 500 MG 12CAP,CALCIMATE 500 MG 12 CAPS.,كالسيمات 500 مجم 12 كبسول,1450038.0,97.9,algo_match,brand_index,,
88451,CALCIOGAM 20 TABS,CALCIOGAM 20 TAB,كالسيوجام 20 اقراص,2140599.0,97.0,algo_match,brand_index,,
34328,CALCIONATE AMP,CALCIONATE 6 AMPS.,كالسيونات 6 امبول,1492110.0,90.3,algo_match,brand_index,,
85407,calcisome D 60 caps,CALCISOME D 60 CAPS,كالسيزوم د 60 كبسول,2606711.0,100.0,algo_match,brand_index,,
22403,CALCITONUIM 100IU AMP,,,,,,no_match,,
22402,CALCITONUIM 50IU 5 AMP,CALCITONIUM 50 I.U. / ML 5 AMPS,كالسيتونيوم 50 وحده دوليه / مل 5 امبول,2552982.0,83.0,ai_confirmed,ai_verified,0.0,
79523,CALCITRIX 30 TABLETS,,,,,,no_match,,
73528,CALCITRON 30 CAP,CALCITRON 30 CAPS.,كالسيترون 30 كبسول,2143936.0,97.0,algo_match,brand_index,,
84941,CALCIUM 3 20 TABS,CALCIUM 3 20 TABS,كالسيوم 3 20 اقراص,2389505.0,100.0,algo_match,brand_index,,
73469,CALCIUM D3F 30 TAB,CALCIUM D 3 F 30 TAB.,كالسيوم د 3 اف 30 اقراص,2681298.0,100.0,algo_match,brand_index,,
91809,CALCIUM MAGNESIUM VITAMIN D3 120 CAP,,,,,,no_match,,
73479,CALDIN-C 30 TAB,CALDIN C 30 TABS,كالدين سي 30 اقراص,1586909.0,96.8,algo_match,brand_index,,
89664,CALDIN CK 30TAB,CALDIN CK 30 TABS,كالدين سي كي 30 اقراص,2390205.0,97.0,algo_match,brand_index,,
77702,CALDIN ZINC SUSP,CALDIN ZINC SUSP. 120 ML,كالدين زنك شراب 120 مل,2319630.0,82.1,ai_confirmed,ai_verified,0.0,
73754,CALHEPARINE 5000IU 3AMP,CAL HEPARINE 5000 I.U. 3 AMPS.,كال هيبارين 5000 وحده 3 امبول,1336570.0,94.3,algo_match,brand_index,,
86274,CALI IBM 120ML SYRUP,,,,,,no_match,,
81817,CALM SKIN CREAM 40GM,CALM SKIN CREAM 40 GM,كالم سكين كريم 40 جم,2542613.0,100.0,algo_match,brand_index,,
23290,CALMA KING SYRUP,CALMA KING SYRUP 120 ML,كالما كينج شراب 120 مل,2275309.0,82.1,ai_confirmed,ai_verified,0.0,
79163,CALMINAL SYRUP 120 ML,CALMINAL SYRUP 120 ML,كالمينال شراب 120 مل,2157280.0,100.0,algo_match,brand_index,,
84079,CALTERA PLUS 30 TABS,CALTERA PLUS 30 TABS,كالتيرا بلس 30 اقراص,2501239.0,100.0,algo_match,brand_index,,
91510,CALTONEX 20 TABS,CALTONEX 20 TABS,كالتونكس 20 اقراص,1030044.0,100.0,algo_match,brand_index,,
81952,can mouth CLOVE 120ml,,,,,,no_match,,
79236,CAN MOUTH WASH 120 ML,CAN MOUTH WASH 120 ML CLOVE,كان غسول للفم 120 مل بالنعناع,2362666.0,87.5,ai_confirmed,ai_verified,0.0,
82649,CAN MOUTH WASH 250 ML MINT,CAN MOUTH WASH 250 ML MINT,كان غرغره 120 مل نعناع,2438994.0,100.0,algo_match,brand_index,,
74058,CANDALKAN 16 MG 14 TAB,CANDALKAN 16 MG 14 F.C. TAB.,كاندلكان 16 مجم 14 اقراص,904578.0,91.7,algo_match,brand_index,,
58358,CANDALKAN 4 MG 14 TAB,CANDALKAN 4 MG 14 F.C.TAB.,كاندلكان 4 مجم 14 اقراص,904577.0,91.3,algo_match,brand_index,,
74059,CANDALKAN 8 MG 14 TAB,CANDALKAN 8 MG 14 F.C. TAB.,كاندلكان 8 مجم 14 اقراص,904579.0,91.3,algo_match,brand_index,,
74733,CANDALKAN PLUS 16/12.50 MG 14 TAB,,,,,,no_match,,
75045,CANDALKAN PLUS 32/12.50 MG 14TAB,,,,,,no_match,,
64054,CANDICURE - D CREAM 15 GM,CANDICURE D TOPICAL CREAM 15 GM,كانديكيور دي كريم موضعي 15 جم,,85.2,ai_confirmed,ai_verified,0.0,
74038,CANDICURE CREAM 30 GM,CANDICURE 1 % TOPICAL CREAM 30 GM,كانديكيور 1 % كريم 30 جم,919527.0,100.0,algo_match,token_set_ratio,,
74057,CANDICURE1 3 VAG OVULES,CANDICURE 1 600 MG 3 VAG. OVULES,كانديكيور 1 600 جم 3 لبوس,2386314.0,87.3,ai_confirmed,ai_verified,0.0,
82816,CANDISTAN TOPICAL CREAM 40GM,CANDISTAN 1 % TOPICAL CREAM 40 GM,كانديستان 1 % كريم 40 جم,1237341.0,93.5,algo_match,brand_index,,
83808,CANDY HONEY LEMON FLAVOR,,,,,,no_match,,
90182,CANOLIFE 10 CAPSULES,CANOLIFE 10 CAPS,كانولايف 10 كبسول,2146991.0,88.9,ai_confirmed,ai_verified,0.0,
92373,Cantrizone syrup 120 ml,CANTRIZONE SYRUP 120 ML,كانتريزون شراب 120 مل,2146990.0,100.0,algo_match,brand_index,,
91594,CAPECITAGIT 500 MG 120 TABS,CAPECITAGIT 500 MG 120 TABS,كابسيتابين 500 مجم 120 اقراص,,100.0,algo_match,brand_index,,
90729,CAPIXY HAIR CONDITIONER SULFATE FREEE,,,,,,no_match,,
84030,CAPIXY HAIR FERTILIZER CREAM 120ML,,,,,,no_match,,
85934,CAPIXY HAIR FERTILIZER SHAMPOO 250ML,,,,,,no_match,,
88270,CAPIXY HAIR LASHES SERUM 10 ML,,,,,,no_match,,
85551,CAPIXY INTENSE TONIC SPRAY 250 ML,,,,,,no_match,,
85935,CAPIXY SPRAY TONIQUE 250 ML,,,,,,no_match,,
6854,CAPOTEN 25MG 20TAB,CAPOTEN 25 MG 20 TAB.,كابوتين 25 مجم 20 اقراص,2535344.0,100.0,algo_match,brand_index,,
7598,CAPOTEN 50MG 10 TAB,CAPOTEN 50 MG 10 TAB.,كابوتين 50 مجم 10 اقراص,904511.0,100.0,algo_match,brand_index,,
21621,CAPOTRIL 25MG TAB,CAPOTRIL 25 MG 20 TAB.,كابوتريل 25 مجم 20 اقراص,1522292.0,92.3,algo_match,brand_index,,
3715,CAPOTRIL 50MG TAB,CAPOTRIL 50 MG 20 TAB.,كابوتريل 50 مجم 20 اقراص,2509900.0,92.3,algo_match,brand_index,,
23146,CAPOZIDE 50/25MG 30 TAB.,CAPOZIDE 50 / 25 MG 30 TAB.,كابوزايد 50 / 25 مجم 30 اقراص,2470615.0,84.0,ai_confirmed,ai_verified,0.0,
83554,CAPRY TOP SOAP 80 GM,CAPRY TOP SOAP 80 GM,كابري توب صابون 80 جم,1741765.0,100.0,algo_match,brand_index,,
83092,CARBAMIDE MEMPHIS 30GM CREAM,,,,,,no_match,,
60000,CARBIMAZOLE 50 TAB,CARBIMAZOLE B.P 2007 5 MG 50 F.C. TABS.,كاربيمازول 5 مجم 50 اقراص,2174485.0,87.5,ai_confirmed,ai_verified,0.0,
82853,CARBOTIN 20 F.C. TABS.,CARBOTIN 20 F.C. TABS.,كاربوتين 20 اقراص,2342923.0,100.0,algo_match,brand_index,,
92139,CARCEMIA 400 TAB,,,,,,no_match,,
63948,CARDILOL 6.25 MG 30 TAB,CARDILOL 6.25 MG 30 TAB.,كارديلول 6.25 مجم 30 اقراص,904526.0,100.0,algo_match,brand_index,,
63947,CARDILOL CS 25 MG 30 TAB,CARDILOL 25 MG 30 TAB,كارديلول 25 مجم 30 اقراص,2143797.0,93.3,algo_match,brand_index,,
19470,CARDIOMEP TAB,,,,,,no_match,,
63936,CARDIOTIMIDE 20 MG 20 TAB,CARDIOTIMIDE 20 MG 20 TAB.,كارديوتيمايد 20 مجم 20 اقراص,2331024.0,100.0,algo_match,brand_index,,
9226,CARDIOTON TAB,CARDIOTON 300 MG 20 TABS.,كارديوتون 300 مجم 20 اقراص,,81.8,ai_confirmed,ai_verified,0.0,
65697,CARDIVO-CARE 30 TAB,CARDIVO CARE 10 / 6.25 MG 30 F.C.TAB.,كارديفو كير 10 / 6.25 مجم 30 اقراص,2378170.0,100.0,algo_match,token_set_ratio,,
18314,CARDIXIN AMP,CARDIXIN 0.25 MG 40 TABS.,كارديكسين 0.25 مجم 40 اقراص,2288835.0,80.0,ai_confirmed,ai_verified,0.0,
32797,CARDIXIN TAB,CARDIXIN 0.25 MG 40 TABS.,كارديكسين 0.25 مجم 40 اقراص,2288835.0,80.0,ai_confirmed,ai_verified,0.0,
73886,CARDURA 1 MG 21 TAB,CARDURA 1 MG 21 TAB.,كاردورا 1 مجم 21 اقراص,2623131.0,100.0,algo_match,brand_index,,
19891,CARDURA 4 MG 14 TAB,CARDURA 4 MG 14 TAB.,كاردورا 4 مجم 14 اقراص,1600051.0,100.0,algo_match,brand_index,,
73515,CARDURA 4MG XL 28 TAB,,,,,,no_match,,
87160,CARE & MORE SHOWER GEL WATERMELON & ALOE VERA,,,,,,no_match,,
87829,CARE AND MORE SHOWER GEL BERRIES,CARE AND MORE SHOWER GEL 500 ML BERRY,كير اند مور شاور جل 500 مل توت,,84.1,ai_confirmed,ai_verified,0.0,
87831,CARE AND MORE SHOWER GEL VELVET PETALS,CARE AND MORE SHOWER GEL 500 ML VELVET TOUCH,كير اند مور شاور جل 500 مل فيلفيت تاتش,1778921.0,89.9,ai_confirmed,ai_verified,0.0,
91250,CARE BY CARE BABY SOAP 100 GM.,CARE BY CARE BABY SOAP 100 GM,صابون كير باي كير كير,2683510.0,100.0,algo_match,brand_index,,
54665,CARE BY CARE CREAM 100 GM,,,,,,no_match,,
78156,CARE BY CARE PLUS 100GM,CARE BY CARE PLUS CREAM 100 GM,كير باي كير بلس كريم 100 جم,2641940.0,88.9,ai_confirmed,ai_verified,0.0,
59086,CARE DIPINE 10 MG 20 TAB,CARE DIPINE 10 MG 20 F.C. TABS,كير ديبين 10 مجم 20 اقراص,,90.6,algo_match,brand_index,,
88084,CARE DIPINE 10 MG 30 F.C TABLETS,CARE DIPINE 10 MG 30 F.C. TABS,كير ديبين 10 مجم 30 اقراص,2260370.0,95.1,algo_match,brand_index,,
88818,CARE DIPINE 20MG 20 F.C.TABS,CARE DIPINE 20 MG 20 F.C.TABS,كير ديبين 20 مجم 20 اقراص,2159832.0,100.0,algo_match,brand_index,,
84258,caresens*s 50strips,,,,,,no_match,,
90750,CARETOFAIR CALAMYL 120 ML LOTION,,,,,,no_match,,
73816,CARFALONE 25 MG 20TAB,CARFALONE 25 MG 20 F.C. TABS.,كارفالون 25 مجم 20 اقراص,2421454.0,89.8,ai_confirmed,ai_verified,0.0,
74530,CARFALONE 50 MG 20 TAB,CARFALONE 50 MG 20 F.C. TABS.,كارفالون 50 مجم 20 اقراص,2470635.0,89.8,ai_confirmed,ai_verified,0.0,
12190,CARMINEX EFF 6 PACKETS,,,,,,no_match,,
92510,CARNITI Q10-B5 120 ML SYRUP,CARNITI Q 10 B 5 120 ML SYRUP,كارنيتي كيو 10 شراب 120 مل,2342829.0,100.0,algo_match,brand_index,,
74734,CARNITOL 30% SYRUP 60ML,CARNITOL 30 % SYRUP 60 ML,كارنيتول 30 % شراب 60 مل,904542.0,93.9,algo_match,brand_index,,
75227,CARNITOL 5 AMP NEW 2018,,,,,,no_match,,
75500,CARNITOL 500 MG 30 CAP,CARNITOL 500 MG 30 CAPS.,كارنيتول 500 مجم 30 كبسول,2644020.0,97.8,algo_match,brand_index,,
80524,CARNITOL PLUS 20 TABLETS,,,,,,no_match,,
81056,CARNIVITA ADVANCE MEN 30 SACHETS,CARNIVITA ADVANCE MEN 30 SACHETS,كارنيفيتا ادفانس رجال 30 اكياس,2335357.0,100.0,algo_match,brand_index,,
81123,CARNIVITA ADVANCE WOMEN 30 SACHETS,CARNIVITA ADVANCE WOMEN 30 SACHETS,كارنيفيتا ادفانس نساء 30 اكياس,2178338.0,100.0,algo_match,brand_index,,
73347,CARNIVITA FORTE 30 CAP,CARNIVITA FORTE 30 F.C. TAB.,كارنيفيتا فورت 30 اقراص,1335705.0,83.3,ai_confirmed,ai_verified,0.0,
92379,CAROGIX 30 TAB,CAROGIX 30 TABS.,كاروجيكس 30 اقراص,2128814.0,96.6,algo_match,brand_index,,
91994,cartino plus 20 cap,CARTINO PLUS 20 CAPS,كارتينو بلس 20 كبسول,2499092.0,97.4,algo_match,brand_index,,
88283,CARTIOJO 30CAPS,CARTIOJO 30 CAPS,كارتيوجو 30 كبسول,,100.0,algo_match,brand_index,,
89979,CARTIZAD 10 TABS,CARTIZAD 10 TABS,كارتيزاد 10 اقراص,2146993.0,100.0,algo_match,brand_index,,
84159,CARTIZAD 30 TABLETS 3 STRIPS,CARTIZAD 30 TAB,كارتيزاد 30 اقراص,2225282.0,84.6,ai_confirmed,ai_verified,0.0,
74249,CARVID 25 MG 20 TAB,CARVID 25 MG 20 TAB,كارفيد 25 مجم 20 اقراص,2470636.0,100.0,algo_match,brand_index,,
88266,CARVID 25 MG 30 TABLETS,CARVID 25 MG 30 TAB,كارفيد 25 مجم 30 اقراص,2436967.0,90.5,algo_match,brand_index,,
27164,CARVID 6.25 MG 20 TAB,CARVID 6.25 MG 20 TAB,كارفيد 6.25 مجم 20 اقراص,2470637.0,100.0,algo_match,brand_index,,
87740,CARVID 6.25 MG TABS,CARVID 6.25 MG 20 TAB,كارفيد 6.25 مجم 20 اقراص,2470637.0,90.0,algo_match,brand_index,,
26572,carvipress 12.5 mg 20 TAB,CARVIPRESS 12.5 MG 20 TAB.,كارفيبرس 12.5 مجم 20 اقراص,,100.0,algo_match,brand_index,,
91163,CARVMED 10 SACHETS,CARVMED 10 SACHETS,كارفميد 10 اكياس,,100.0,algo_match,brand_index,,
91161,CARVMED SACH,CARVMED 10 SACHETS,كارفميد 10 اكياس,,80.0,ai_confirmed,ai_verified,0.0,
47898,CASODEX 28TAB,CASODEX 50 MG 28 TABS.,كازوديكس 50 مجم 28 اقراص,2633923.0,80.0,ai_confirmed,ai_verified,0.0,
51535,CASTELLANI PAINT,,,,,,no_match,,
CAT,CATAFAST SACHETS,,,,,,no_match,,
74619,CATAFLAM 25MG 20TAB,CATAFLAM 25 MG 20 SUGAR COATED TAB.,كتافلام 25 مجم 20 اقراص,1533348.0,100.0,algo_match,token_set_ratio,,
74197,CATAFLAM 50 MG 20 TABS,,,,,,no_match,,
CATP6,CATAFLAM 6AMP,CATAFLAM 75 MG / 3 ML 6 AMP.,كتافلام 75 مجم / 3 مل 6 امبول,904587.0,100.0,algo_match,token_set_ratio,,
59706,CAVALPHA 30 CAPSULES,,,,,,no_match,,
82855,CAVENTOL 120ML SYRUP,CAVENTOL SYRUP 120 ML,كافينتول شراب 120 مل,999380.0,100.0,algo_match,brand_index,,
74764,CECLOR 125MG SUSP,CECLOR 125 MG / 5 ML SUSP. 75 ML,سيكلور 125 مجم / 5 مل شراب 75 مل,1810225.0,100.0,algo_match,token_set_ratio,,
73579,CECLOR 250MG SUSP 75 ML,CECLOR 250 MG / 5 ML SUSP. 75 ML,سيكلور 250 مجم / 5 مل شراب 75 مل,1810221.0,87.3,ai_confirmed,ai_verified,0.0,
67482,CEFATHIRD 125MG/5ML PD. FOR ORAL SUSP. 60 ML,CEFATHIRD 125 MG / 5 ML PD. FOR ORAL SUSP. 60 ML,سيفاثيرد 125 مجم / 5 مل شراب 60 مل,2142848.0,93.3,algo_match,brand_index,,
28921,CEFAXONE 1GM VIAL IM,CEFAXONE 1 GM I.M. VIAL,سيفاكسون 1 / 2 جم عضل,2653409.0,97.7,algo_match,brand_index,,
39951,CEFAXONE 250MG VIAL IM,CEFAXONE 250 MG I.M.VIAL.,سيفاكسون 250 مجم امبول عضل,2500227.0,97.9,algo_match,brand_index,,
73405,CEFAXONE 500MG VIAL IM,CEFAXONE 500 MG I.M. VIAL,سيفاكسون 500 جم امبول ك 80,2357117.0,97.9,algo_match,brand_index,,
25054,CEFAZONE 0.5 G 1 VIAL,CEFAZONE 500 MG VIAL,سيفازون 500 مجم امبول فاركو,2335674.0,82.9,ai_confirmed,ai_verified,0.0,
74103,CEFAZONE 1 GM VIALS,CEFAZONE 1 GM VIAL,سيفازون 1 جم امبول فاركو,1563121.0,97.3,algo_match,brand_index,,
82547,CEFAZONE PLUS 1.5GM VIAL,CEFAZONE PLUS 1.5 GM I.V / I.M INJ. VIAL,سيفازون بلس 1.5 جم امبول فاركو,1669898.0,100.0,algo_match,token_set_ratio,,
62123,CEFEPIME 1 G 1 VIAL,CEFEPIME 1 GM I.M / I.V VIAL,سيفيبيم 1 جم امبول فاركو,2072370.0,83.3,ai_confirmed,ai_verified,0.0,
57379,CEFEPIME 500MG I.M/I.V VIAL,CEFEPIME 500 MG I.M / I.V VIAL,سيفيبيم 500 مجم امبول,2653410.0,89.7,ai_confirmed,ai_verified,0.0,
49853,CEFIDIME 1 GM VIAL,CEFIDIME 500 MG VIAL,سيفيدايم 500 مجم امبول,,84.2,ai_confirmed,ai_verified,0.0,
54426,CEFIXIME 100MG SUSP 30 ML,CEFIXIME 100 MG / 5 ML SUSP. 30 ML,سيفيكسيم 100 مجم / 5 مل شراب 30 مل,2321251.0,88.1,ai_confirmed,ai_verified,0.0,
54425,CEFIXIME 100MG SUSP 60ML,CEFIXIME 100 MG / 5 ML SUSP. 60 ML,سيفيكسيم 100 مجم / 5 مل شراب 60 مل,2470203.0,88.1,ai_confirmed,ai_verified,0.0,
75012,CEFOBID 1GM VIAL,CEFOBID 1 GM VIAL (I.V I.M),سيفوبيد 1 جم امبول,1599369.0,100.0,algo_match,token_set_ratio,,
36710,CEFOBID 500MG VIAL,CEFOBID 500 MG VIAL (I.V I.M),سيفوبيد 500 مجم امبول,,100.0,algo_match,token_set_ratio,,
17859,CEFORAN 0.5GM VIAL,CEFORAN 500 MG VIAL,سيفوران 500 مجم امبول,2522161.0,84.2,ai_confirmed,ai_verified,0.0,
25079,CEFORAN 1GM VIAL,CEFORAN 1 GM VIAL,سيفوران 1 جم امبول,2127503.0,100.0,algo_match,brand_index,,
81325,CEFOTAX-up pharma 1 GM VIAL,,,,,,no_match,,
73598,CEFOTAX 1 GM VIAL,CEFOTAX 500 MG VIAL,سيفوتاكس 500 مجم امبول ابيكو,,83.3,ai_confirmed,ai_verified,0.0,
55525,CEFOTAX 2 GM VIAL,CEFOTAX 2 GM VIAL,سيفوتاكس 2 جم امبول,2682609.0,100.0,algo_match,brand_index,,
73599,CEFOTAX 500MG VIAL,CEFOTAX 500 MG VIAL,سيفوتاكس 500 مجم امبول ابيكو,,100.0,algo_match,brand_index,,
22084,CEFOTRIX 1GM VIAL IM,CEFOTRIX 1 GM (I.M) 1 VIAL,سيفوتريكس 1 جم امبول عضل,,85.1,ai_confirmed,ai_verified,0.0,
46986,CEFOZON 0.5GM VIAL,,,,,,no_match,,
21284,CEFOZON 1GM VIAL,CEFOZON 1 GM VIAL,سيفوزون 1 جم امبول ابيكو,2344031.0,100.0,algo_match,brand_index,,
47007,CEFRONE 1GM VIAL,CEFRONE 1 GM VIAL,سيفرون 1 جم امبول,2588461.0,100.0,algo_match,brand_index,,
47008,CEFRONE 2GM VIAL,CEFRONE 2 GM I.M / I.V VIAL,سيفوران 2 جم امبول,2682612.0,100.0,algo_match,token_set_ratio,,
87892,CEFTRIAXON 1 GM IM سيديكو,CEFTRIAXONE 1 GM I.M.VIAL SANDOZ,سيفترياكسون 1 جم عضل ساندوز,2523379.0,82.6,ai_confirmed,ai_verified,0.0,
87058,CEFTRIAXONE-EVA 1 GM I.M. VIAL,CEFTRIAXONE EVA 1 GM I.M. VIAL,سيفترياكسون ايفا 1 جم عضل,,100.0,algo_match,brand_index,,
74073,CEFTRIAXONE 0.5GM VIAL IM,,,,,,no_match,,
23598,CEFTRIAXONE 0.5GM VIAL IV,,,,,,no_match,,
73777,CEFTRIAXONE 1GM VIAL IM,CEFTRIAXONE EVA 1 GM I.M. VIAL,سيفترياكسون ايفا 1 جم عضل,,90.6,algo_match,brand_index,,
74680,CEFTRIAXONE 1GM VIAL IV,CEFTRIAXONE EVA 1 GM I.V. VIAL,سيفترياكسون ايفا 1 جم وريد,,90.6,algo_match,brand_index,,
90846,CEFTRIAXONE FOR INJECTION 1GM I.V,,,,,,no_match,,
56092,CEFTRIAXONE I.M SODIUM 1GM VIAL,,,,,,no_match,,
28713,CEFZIM 1GM VIAL,CEFZIM 1 GM VIAL,سيفزيم 1 جم امبول,2335669.0,100.0,algo_match,brand_index,,
28711,CEFZIM 500MG VIAL,CEFZIM 500 MG VIAL,سيفزيم 500 مجم امبول,2522163.0,100.0,algo_match,brand_index,,
67339,CELEBORG 100 MG 10 CAP,CELEBORG 100 MG 10 CAPS.,سيليبورج 100 مجم 10 كبسول,,97.8,algo_match,brand_index,,
65947,CELEBORG 200 MG 20 CAP,CELEBORG 200 MG 20 CAPS.,سيليبورج 200 مجم 20 كبسول,,97.8,algo_match,brand_index,,
74101,CELEBREX 100MG CAP,CELEBREX 100 MG 10 CAPS.,سيليبريكس 100 مجم 10 كبسول,1687855.0,90.5,algo_match,brand_index,,
74850,CELEBREX 200MG 10CAP,CELEBREX 200 MG 10 CAPS,سيليبريكس 200 مجم 10 كبسول,962760.0,97.8,algo_match,brand_index,,
74100,CELEBREX 200MG 15CAP,CELEBREX 200 MG 15 CAPS.,سيليبريكس 200 مجم 15 كبسول,2313236.0,97.8,algo_match,brand_index,,
56327,CELECOX 10 CAP 200 MG,CELECOX 200 MG 10 CAPS.,سيليكوكس 200 مجم 10 كبسول,2551245.0,97.7,algo_match,brand_index,,
65645,CELLCEPT 500MG 50 TAB,CELLCEPT 500 MG 50 TAB.,سيلسيبت 500 مجم 50 كبسول,2193752.0,100.0,algo_match,brand_index,,
88765,CEMPION 10 SACHETS,CEMPION 10 SACHETS,سيمبيون 10 اكياس,1768251.0,100.0,algo_match,brand_index,,
84132,censol solution,,,,,,no_match,,
92358,CENTELLA AMP 100 ML,,,,,,no_match,,
90834,CENTRAVITA COLIN 30 ML SYRUP,CENTRAVITA COLIN SYRUP 30 ML,سنترافيتا كولين شراب 30 مل,2177723.0,100.0,algo_match,brand_index,,
89150,CENTRAVITA GINKO 20 CAPS,CENTRAVITA GINKO 20 CAP,سنترافيتا ال كارنيتين مان 20 كبسوله,2508908.0,97.9,algo_match,brand_index,,
92545,CENTRAVITA GINKO 30 CAPS,CENTRAVITA GINKO 30 CAPS,سنترافيتا جنكو 30 كبسوله,2390222.0,100.0,algo_match,brand_index,,
91208,CENTRAVITA MAGNESIUM 240mg 20 F.C. TABS.,CENTRAVITA MAGNESIUM 20 TABS,سنترافيتا ماغنسيوم 20 اقراص,2095360.0,83.6,ai_confirmed,ai_verified,0.0,
90490,CENTRAVITA PALMI 20 CAP,CENTRAVITA PALMI 20 CAPS,بالمي نرف بلس 400 مجم اقراص,2587815.0,97.9,algo_match,brand_index,,
90501,CENTRAVITA PEA 20 TABS,CENTRAVITA PEA 20 TABS,سنترافيتا ال كارانتين مان 20 اقراص,2616890.0,100.0,algo_match,brand_index,,
91170,CENTRAVITA TRI OMEGA 30 CAPS,CENTRAVITA TRI OMEG CAPS,سنترافيتا تراي اوميجا كبسول,2470020.0,92.3,algo_match,brand_index,,
91113,CENTRAVITA VITAMIN B12,CENTRAVITA VITAMIN B 12 30 TABLETS,سنترافيتا فيتامين ب 12 30 اقراص,1991243.0,80.7,ai_confirmed,ai_verified,0.0,
92149,CENTRAVITA ZYMATROL 20 F.C. TABS.,CENTRAVITA ZYMATROL 20 FILM COATED TAB,سنترافيتا زيماترول 20 اقراص,2586512.0,81.2,ai_confirmed,ai_verified,0.0,
86247,CENTRONERVE 14TAB,CENTRONERVE 14 F.C. TABS.,سنترونيرف 14 اقراص,2114057.0,87.8,ai_confirmed,ai_verified,0.0,
90335,CENTRONERVE VIT B12/B6 20 TAB,,,,,,no_match,,
90303,CENTRUM FOR MEN 30 TAB,,,,,,no_match,,
91213,CENTRUM LUTIN 120 TAB CHINI,,,,,,no_match,,
90352,CENTRUM MEN 100TAB,CENTRUM MEN 100 TAB,سنترام كبار 100 اقراص,2675438.0,100.0,algo_match,brand_index,,
90270,centrum men 30tab,CENTRUM [MEN 30 TAB,سنترم رجال 30 اقراص جديد,2683619.0,97.3,algo_match,token_set_ratio,,
83804,centrum silver 100 tab,,,,,,no_match,,
83803,CENTRUM SILVER WITH LUTEN 30 TABS,CENTRUM SILVER WITH LUTEIN 30 TABS,سينتروم مع لوتين 30 اقراص فضي,2189624.0,98.5,algo_match,brand_index,,
83802,CENTRUM WITH LUTEIN 30 TABS.,CENTRUM WITH LUTEIN 30 TABS,سينترم كبار ابيض ادالت 710,2311072.0,100.0,algo_match,brand_index,,
84049,CENTRUM WITH LUTEIN ADULTS 100 TABS,,,,,,no_match,,
91865,CENTRUM WITH LUTEIN ADULTS 30TABS,,,,,,no_match,,
90353,CENTRUM WOMEN 100TAB,CENTRUM WOMEN 100 TAB,سينتروم سيدات 100 اقراص,1863759.0,100.0,algo_match,brand_index,,
90354,CENTRUM WOMEN 30TAB,CENTRUM WOMEN 30 TAB,سينتروم سيدات 30 اقراص,2252633.0,100.0,algo_match,brand_index,,
74128,CEPOREX 1GM TAB,CEPOREX 1 GM 8 TABLETS,كيبوركس 1 جم 8 اقراص,1464425.0,84.2,ai_confirmed,ai_verified,0.0,
