code,drug_name,matched_product_name_en,matched_product_name_ar,matched_store_product_id,match_score
78599,DIBAVALLY 50MG 28TABS,,,,
80026,DIBAVALLY PLUS 50/1000MG 28TABS,,,,
67326,DICETEL 100MG 20TAB,,,,
74286,DICLAC-N 4% GEL 30 GM,,,,
88545,DICLAC-N 4% GEL 50 GM,,,,
81032,DICLAC 150 ID 20 TABS,,,,
89834,DICLAC 75 MG 20TAB,,,,
89059,DICLAC 75 MG 30 TABS,DICLAC 75 MG 30 TAB,ديكلاك 75 مجم 30 اقراص,1428467,97.4
74704,DICLAC 75 MG 5 AMP,,,,
88328,DICLAC 75 MG 6 AMPOULE,,,,
59103,DICLASIUM 50 MG 10 TAB,,,,
91890,DICLOFLAM 50MG 10 SUGAR COATED TAB,DICLOFLAM 50 MG 10 SUGAR COATED TAB.,ديكلوفلام 50 مجم 10 اقراص,2496971,92.8
63927,DICLONATRIUM 75 MG SR 20 TAB,DICLONATRIUM SR 75 MG 20 F.C. TABS.,ديكلونتريوم اس ار 75 مجم 20 اقراص,903478,91.8
87575,DICLOPRO 150 MG ID 20 TABS,DICLOPRO 150 MG ID 20 TABS,ديكلوبرو 150 مجم 20 اقراص,1130192,100.0
95543,DICLOPRO 50 GM GEL,DICLOPRO 1 % GEL 50 GM,ديكلوبرو 1 % جل 50 جم,2361220,90.0
83884,DICLOPRO K 50 MG 10 SACHET,DICLOPRO K 50 MG 10 SACHET,ديكلوبرو ك 50 مجم 10 اكياس,2113353,100.0
89297,DICLOSP S.R. 75MG 30 F.C. TABS,DICLOSP S.R. 75 MG 30 F.C. TABS.,ديكلوسب 75 اس ار,2682095,91.2
74129,DICYNONE 250 MG 3 AMP,,,,
22959,DICYNONE 500MG TAB,,,,
80325,DiCytotec 200MCG 28TABS,,,,
90290,dicytotec 28 tabs,,,,
87371,DIDDER CREAM 75 MG,,,,
86718,DIENODIVA 2/0.03 MG 21 TAB,,,,
4772,DIET SWEET 100TAB,,,,
4760,DIET SWEET 350TAB,,,,
4785,DIET SWEET 50TAB,,,,
73907,DIFLUCAN 150MG CAP,,,,
36783,DIFLUCAN 2mg VIAL 50ML,,,,
74720,DIFLUCAN 50 MG 7,,,,
58989,DIFLUCAN VIAL 2 MG 100 CM3,,,,
47619,DIFLUSTERO 0.5% OPHTHALMIC EMULSION 5 ML,,,,
90631,DIGEASIA CAPS,,,,
47748,DIGENORM 120 ML SYRUP,DIGENORM SYRUP 120 ML,دايجينورم شراب 120 مل,903277,100.0
74758,DIGEST EZE 20 CAPS.,DIGEST EZE 20 CAPS.,دايجست ايز 20 كبسول,2469509,100.0
74236,DIGESTIN 20 TAB,DIGESTIN 20 TABS.,ديجستين 20 اقراص,2144083,96.8
81523,DIGESTOZYME 20 COATED TABLETS 250MG,,,,
91484,DIGICOMAG CHEWABLE 20 TAB,,,,
79921,DIGLIFLOZ 10MG 30 TABS,,,,
81533,DIGLIFLOZ 5 MG 30 TABS,DIGLIFLOZ 5 MG 30 F.C. TABS.,ديجليفلوز 5 مجم 30 اقراص,2602684,91.7
85158,diglifloz 5/850 plus tab,,,,
80025,DIGLIFLOZ PLUS 5/1000MG 30TABS,,,,
90668,diglifloz plus xr 10/1000,,,,
64212,DILATROL 25 MG 30 TAB,DILATROL 25 MG 30 TAB.,ديلاترول 25 مجم 30 اقراص,1554653,100.0
64210,DILATROL 6.25 MG 30 TAB,DILATROL 6.25 MG 30 TAB.,ديلاترول 6.25 48 .,2602710,100.0
DILLENGO,DILLENGO 120 ML SYRUP,DILENGO SYRUP 120 ML,دلينجو شراب 120 مل,1979031,97.6
92038,DILTIARECT 2% RECTAL CREAM,,,,
88333,DIMAKLARIC 0.15/0.03MG 21 TAB.,,,,
73132,DIMRA 20 TAB,,,,
1051,DINITRA 10MG TAB,,,,
18850,DIOSED C TAB,,,,
63126,DIOSMIN PLUS 30 TAB,,,,
56190,DIPROCORTIN 1 AMP 2 ML,DIPROCORTIN 1 AMP. 2 ML,ديبروكورتين 1 امبول,2682680,100.0
90933,DIPROSALIC 30G OINTMENT,,,,
73237,DIPROSALIC LOTION 30 ml,DIPROSALIC LOTION 30 ML,ديبروساليك محلول 30 مل,2452705,100.0
73062,DIPROSALIC OINT 15 GM,DIPROSALIC OINT. 15 GM,ديبروساليك مرهم 15 جم,1396484,100.0
86953,DIPROSONE 0.05% CREAM 30 GM,DIPROSONE 0.05 % CREAM 30 GM,ديبروزون 0.05 % كريم 30 جم,2098318,94.5
74817,DIPROSONE CREAM 10 GM,,,,
34157,DIPROSONE OINT,,,,
52408,DISAAR CLEANSING FOAM WITH VIT-C 200 ML بفرشاة,,,,
87119,DISAAR COLLAGEN 12ML,,,,
87907,DISAAR FACIAL WADH VITAMIN C 100 ML,,,,
83442,DISAAR VITAMIN C SERUM,,,,
87485,DISPATIGRA 10 MG 4 ORODISPERSIBLE TABS.,,,,
17224,DISPERCAM 10MG 20TAB,,,,
21009,DISPERCAM 20MG TAB,,,,
55986,DISPERCAM 30 GM GEL,,,,
56538,DISPERCAM 6 AMP,,,,
75364,DISPRELON-D 20 MG 20 TAB,,,,
91100,DISPRELONE-OD 20 MG 30 TABS,,,,
83060,DISPRELONE-OD 5 MG 30 TABS,,,,
W50,DISTILLED WATER SYRUP,,,,
87170,DITTO SPRAY FOR WOMEN 200ML,,,,
47184,DIVAKOTE ER 250MG TAB,,,,
74336,DIVAKOTE ER 500 MG 20 TABS,DIVAKOTE 500 MG 20 E.R. TAB.,ديفاكوت اي ار 500 مجم 20 اقراص,903432,92.3
54472,DIVIDO 75 MG 30 TAB,,,,
79843,DIVITON_D 200 I.U. 10ML,,,,
79844,DIVITON_D FORTE 4000 IU 20ML,,,,
65729,DIVOZINE CREAM,,,,
87307,DIXVIT 10.000 I.U. 20 TABS.,DIXVIT 10000 I.U 20 TAB,ديكسفيت 10000 وحده 20 اقراص,2475559,91.7
90627,DOCOV 30PIECES,,,,
89314,DODGE HAIR TONIC LOTION 120 ML,,,,
88989,DODGE LEAVE IN WITH ARGAN OIL 250 GM,,,,
92393,DODGE LEAVE IN WITH ARGAN OIL 450 GM,,,,
92392,DODGE LEAVE IN WITH SHEA BUTTER CREAM 450 GM,,,,
74582,DOGMATIL 50mg. 30CAP,,,,
32906,DOGMATIL FORTE TAB,,,,
74847,DOLABACTIN 400MG 5TAB,,,,
57850,DOLCYL 2 MG 30 TAB,DOLCYL 2 MG 30 TAB.,دولسيل 2 مجم 30 اقراص,2312953,100.0
57605,DOLCYL 3 MG 30 TAB,DOLCYL 3 MG 30 TAB.,دولسيل 3 مجم 30 اقراص,2582913,100.0
65949,DOLCYL 4MG 30 TAB,,,,
65557,DOLCYL 6 MG 30 TAB,DOLCYL 6 MG 30 TAB.,دولسيل 6 مجم 30 اقراص,903339,100.0
76561,dolcyl m 2/500mg 20 tab,,,,
57851,DOLCYL1 MG 30 TAB,DOLCYL 1 MG 30 TAB.,دولسيل 1 مجم 30 اقراص,2268507,91.4
87693,DOLIAN 120 ML SYRUP,,,,
89771,DOLIPRANE 1 GM 20 TABS,,,,
80131,DOLIPRANE 1000 MG 15 TABS,,,,
80626,DOLIPRANE 8 TABLETS,,,,
91015,dollar white 10 % 30 gm,,,,
76782,DOLO-D PLUS 115ML SYRUP,,,,
81229,DOLO-D PLUS 20 TABS.,,,,
73329,DOLO D 200MG 20 TAB,,,,
84749,DOLO D 60 ML SYRP,,,,
46744,DOLO D SUSPENSION 115 ML,,,,
46762,DOLPHIN - K 75MG 6 AMP,,,,
74107,DOLPHIN -K 75 MG SUPP,,,,
78120,DOLPHIN 12.5 MG 10-SUPP,,,,
77646,DOLPHIN 25MG 10 SUPP,,,,
76704,DOLPHIN 50 MG 10 SUPP,DOLPHIN 50 MG 10 SUPP.,دولفين 50 مجم 10 لبوس,907729,100.0
64082,DOLPHIN 75 MG/3ML 3AMP,,,,
49525,DOLPHIN GEL 3% 30 GM,,,,
91277,DOLPHIN GEL 3% 60 GM,,,,
47565,DOLPHIN K 50 MG 20 TAB,DOLPHIN K 50 MG 20 F.C. TAB.,دولفين ك 50 مجم 20 اقراص,2127160,91.7
89446,DOM VIT ORAL DROPS 30 ML,,,,
18859,DOMPERIDONE TAB,,,,
88511,DONAZEPINE 28/10 MG 20 CAPS,,,,
68749,DONAZIL 5 MG 30 TAB,DONAZIL 5 MG 30 F.C.TAB.,دونازيل 5 مجم 30 اقراص,2625671,90.5
49486,DONEPEZIL 10 MG 14TAB,,,,
52027,DONHIMER 5 MG 30 TAB,DONHIMER 5 MG 30 F.C. TAB.,دونهايمر 5 مجم 30 اقراص,903355,90.9
81510,DONIFOXATE 40 TAB,,,,
74234,DONIFOXATE 80 MG 30 F.C. TABLETS,DONIFOXATE 80 MG 30 F.C. TABLETS,دونيفوكسات 80 مجم 30 اقراص,988632,100.0
12094,DORMIVAL CAP,,,,
73416,DOROFEN 30 CAPS,DOROFEN 30 CAPS.,دوروفين 30 كبسول,1175632,100.0
91751,DOSH HAND WASH RELAXING FLORAL 450 ML,,,,
19144,DOSIN 1MG TAB,,,,
19121,DOSIN 4MG 20 TABS,,,,
79540,DOSTILACT 2 TABLETS,,,,
452534,DOSTINEX .5 MG 2TAB,,,,
92011,doumega 30/50mg 8 tab,,,,
91367,doumega 60/100 mg 8 tab,,,,
74280,DOWNOPRAZOL 20 MG 14 TAB,,,,
78375,DOWNOPRAZOL 20/1680MG PD. 7 SACHETS,,,,
74225,DOWNOPRAZOL 40 MG 14 TAB,,,,
DN,DOWNOPRAZOL 40/1680MG PD. 7 SACHETS,,,,
73962,DOWNSTEROLIN 10/20 MG 28 TAB,,,,
73946,DOWNSTEROLIN 10/40 MG 28 TAB,,,,
64061,DOXIPROCT OINT,,,,
48294,DOXIPROCT PLUS OINTMENT,,,,
74557,DOXIRAZOL 30 MG 14 TAB,,,,
74358,DOXIRAZOL 60 MG 14 TAB,,,,
74146,DOXIUM 500MG 30 CAPS,,,,
60075,DOXYCOST 200 MG 10 TAB,DOXYCOST 200 MG 10 TABS.,دوكسي كوست 200 مجم 10 اقراص,2159695,97.8
81346,DOXYCOST 50MG 30 TABS,,,,
68748,DOXYDOX 100 MG 10 CAP,DOXYDOX 100 MG 10 CAPS.,دوكسي بروكت بلس مرهم,2682697,97.7
88007,DOZOVA ASHWAGANDHA 300 MG 60 CAPS,,,,
92049,DR OXYGEN CALCIUM 30 TABLETS,DR OXYGEN CALCIUM 30 TABS,د اكسجين كالسيوم 30 اقراص,2646834,94.3
91745,DR OXYGEN IMMUNITY KIDS 120 ML SYRUP,DR. OXYGEN IMMUNITY KIDS SYRUP 120 ML,د اكسجين اميونتي كيدز شراب 120 مل,2114251,100.0
92426,dr oxygen vitamin d drops,,,,
88272,DRAKON WHITENING FACIAL WASH 200 ML,,,,
74179,DRAMENEX 50 MG 20 TAB,DRAMENEX 50 MG 20 TABS.,درامينكس 50 مجم 20 اقراص,1637420,97.7
89759,DRAVIRON 20 TABLETS,,,,
89760,DRAVOCAL 120 ML,,,,
87189,DRINKING 100G POWDER,DRINKING POWDER 100 GM,درينكينج بودر 100 جم برطمان,1653702,90.5
79023,DRINKING 10SACHETS,,,,
79278,DROPIFLOX EAR DROP,,,,
80779,DROSPADIOL 0.03/3MG 21 F.C.TABS,,,,
82803,DROSPIFEM 3/0.03MG 21TABS,,,,
83984,DROSPINETTA 4 MG 28 F.C. TABS,DROSPINETTA 4 MG 28 F.C.TABS.,دروسبينيتا 4 مجم 28 اقراص,2436119,100.0
91882,DugoFem Cap,,,,
90696,dugofertin 20tab,,,,
92245,DUGOFOLA 20 TABS,DUGOFOLA 20 TABS,دوجوفولا 20 اقراص,2100181,100.0
91414,DUGONER 20 CAPSULES,,,,
73988,DULAGEN 10 PACKETS.,,,,
88088,DULOXEPRIN 20 MG 28 CAPSULES,DULOXEPRIN 20 MG 28 CAPS,ديلوكسيبرن 20 مجم 28 كبسول,2312963,92.3
76985,DULOXEPRIN 30 MG 28 CAPS,DULOXEPRIN 30 MG 28 CAPS.,ديلوكسيبرن 30 مجم 28 كبسول,903349,100.0
79542,DULOXEPRIN 60MG 28CAPSULES,,,,
88704,DULOXIFUTAL 30 MG 30 CAPS,DULOXIFUTAL 30 MG 30 CAPS,دولوكسيفوتال 30 مجم 30 اقراص,2469564,100.0
72335,DUODART 0.5/0.4 MG 30 CAP (GSK),,,,
76522,DUOEFFECTUM EYE DROPS 10 ML,DUOEFFECTUM EYE DROPS 10 ML,ديوافكتم قطره 10 مل,2129706,100.0
47699,DUOTRAV EYE DROPS. 2.5 ML,DUOTRAV EYE DROPS. 2.5 ML,ديوتراف قطره 2.5 مل,1445602,100.0
79164,DUPHALAC 667GM/L SYRUP 200ML,,,,
73609,DUPHASTON 10 MG 60 TAB,,,,
46795,DURAZAC WEEKLY 90MG 4 DELAYED RELEASE CAPS.,DURAZAC WEEKLY 90 MG 4 DELAYED RELEASE CAPS.,ديورازاك 90 مجم 4 كبسول,903496,94.1
66795,DUREX MUTUAL PLEASURE 3 CONDOMS,,,,
87802,DUREX PERFECT GLIDE 50 ML,,,,
87804,DUREX REAL FEEL 50 ML,,,,
87803,DUREX WARMING 50 ML,,,,
60182,DUREX. FETHERLITE ULTRA 3 CONDOMS,,,,
8554,DURICEF 1 GM 6 DISPTAB,,,,
73495,DURICEF 1 GM 8 TAB,,,,
74518,DURICEF 125MG SUSP,,,,
74604,DURICEF 250MG SUSP,,,,
8975,DURICEF 500 MG 12 CAP,DURICEF 500 MG 12 CAPS.,ديورسيف 500 مجم 12 كبسول,903501,97.7
6121,DURICEF 500MG SUSP,,,,
64430,DURJOY 60 MG 3 TAB,,,,
88202,DURY 10 SACHETS,DURY 10 SACHET,ديوري 10 اكياس,2250388,96.6
75013,DUSPATALIN RETARD 200 MG 30 CAP,DUSPATALIN RETARD 200 MG 30 CAPS.,دوسباتالين ريتارد 200 مجم 30 كبسول,988605,98.4
30289,E-MOX 125MG SUSP,,,,
30290,E-MOX 250MG SUSP,,,,
1587,E-MOX 500MG CAP,,,,
74741,E-MOXCLAV 156MG SUSP,,,,
73959,E-MOXCLAV 1GM TAB,,,,
61436,E-MOXCLAV 228.5GM,,,,
74324,E-MOXCLAV 312MG SUSP,,,,
74203,E-MOXCLAV 625MG TAB,,,,
82955,E-MOXCLAV 642.9MG/5ML SUSP. 75 ML,,,,
74423,E-MOXCLAV SYP 457 MG 70 ML,,,,
49636,E-YEAST 20 TAB,,,,
92684,eadbaz c 125 ml,,,,
58906,EASY SLIM ORLISTAT 120 MG 10 CAPS,,,,
79277,EASYCOL BABY ORAL DROPS 15 ML,,,,
86860,EAU DE MER ISTONIC NASAL CLEANING 100 ML,,,,
154651,EAZEX-LINE GEL 30 GM,,,,
88582,EAZEX-LINE GEL 50 GM,,,,
88983,EBA-ACT +HB 5 AMPOULES,,,,
67534,EBA-ACT HAIR LOTION 120ML,,,,
74715,EBAFIX HAIR SERUM 120ML,,,,
66311,EBAFIX HAIR SHAMPO 200 ML,,,,
90550,EBAMYLASE OR 100ML SYRUP,,,,
86924,EBASTINE-BORG 0.1% SYRUP 60 ML,,,,
81914,EBASTINE-BORG 10MG 10TABS,,,,
47560,EBIXA 10MG 28TAB,,,,
88004,ECLATREM 120 GM CR,,,,
79218,ECONOPRED PLUS 1% EYE DROPS 5ML,,,,
91464,ECOTO 20 PIECES,ECOTO 20 PIECES,ايكوتو 20 قطعه,2146178,100.0
83684,ECTOHYLO EYE DROPS 20AMP,,,,
30100,ECTOMETHRIN 5%EMULSION,,,,
73458,ECTOMETHRIN 5%LOTION 50 ML,,,,
75329,ECTONEX NASAL SPRAY ADULT,,,,
75127,ECTONEX NASAL SPRAY KIDS,,,,
33005,EDEMEX 1 MG 20 TAB,EDEMEX 1 MG 20 TAB.,اديمكس 1 مجم 20 اقراص,901764,100.0
90839,EDICIN 1 GM PD. FOR I.V. INF. VIAL,,,,
79543,EDUROPAN 20TABLETS,,,,
74899,EFALEX 30 CAP,EFALEX 30 CAPS.,ايفالكس 30 كبسول,2254862,96.3
81502,EFECTINIX 5 MG TAB,EFECTINIX 5 MG 20 TABS.,ايفيكتنيكس 5 مجم 20 اقراص,2609420,90.0
67464,EFEMYO DROPS 10 ML,,,,
37108,EFEXOR XR 75 MG CAP,EFEXOR XR 75 MG 14 CAPS.,ايفكسور اكس ار 75 مجم 14 كبسول,2453629,90.5
26676,EFEXOR XR150 MG 14 CAP,,,,
82730,EFFEGAD 75 14 CAP,,,,
59993,EFLOTISM CREAM 15 GM,,,,
90714,EFUCISAN 1% 5GM,,,,
66008,EGY-TRON 10 SACHETS,,,,
55223,EGY DRONATE 2 TAB,,,,
83504,EGY PEDICAL PLUS SYRUP 100ML,EGY PEDICAL PLUS SYRUP 100 ML,ايجي بيديكال بلس شراب 100 مل,1674133,91.2
81254,EGYCOFER 10SACHET,,,,
83146,EGYCUSATE PLUS 30TABS,,,,
63217,EGYCUSATE SYRUP 100ML,,,,
79161,EGYGASTREAZ 100MG 60ML SUSP,,,,
66047,EGYNIR 125 MG SUSP 60 ML,,,,
65954,EGYPRO 5 MG 30 TAB,EGYPRO 5 MG 30 TAB.,ايجيبرو 5 مجم 30 اقراص,2468678,100.0
90254,ekiroz 40 mg 14 tab,EKIROZ 40 MG 14 TABS,اكيروز 40 مجم 14 اقراص,2223000,97.4
80037,EKMASONID 9 MG 10 TABS,,,,
81512,ELARPIC 20 MG TABS,,,,
91003,ELAY 70ML SPRAY,,,,
85912,ELBALLERGE 30 MG 100 ML SYRUP,,,,
87719,ELBALURAN 20 MG 30 TABLETS,,,,
86540,ELBALURAN 80 MG 30 TAB,,,,
23031,ELBAVIT SYP 60 ML,ELBAVIT SYRUP 60 ML,البافيت كالسيوم شراب 60 مل,1737838,94.4
73839,ELBAVIT SYP W/IRON 60 ML,,,,
47094,ELICA M CREAM 3OM,,,,
59702,ELICASAL OINTMENT 15GM,,,,
52053,ELICASAL OINTMENT 30GM,,,,
23595,ELIDEL CREAM 15 GM,ELIDEL 1 % CREAM 15 GM,اليديل 1 % كريم 15 جم,2474790,90.0
79367,ELIMASSAGE GEL 50GM,,,,
79545,ELIMBOSIS 2.5MG,,,,
80000,ELIMBOSIS 5MG 30TABS,,,,
83330,ELIMOLIVAN 5/160MG 28TAB,,,,
68753,ELIQUIS 2.5 MG 20 TAB,,,,
68754,ELIQUIS 5 MG 20 TAB,,,,
57101,ELITAC CREAM 50 GM,ELITAC CREAM 50 GM,اليتاك كريم 50 جم,2143428,100.0
91181,ELIXOZOLID 2MG/ML IV SOL. 300 ML,,,,
80385,ELIXOZOLID 600MG 10TABS,,,,
92017,ELMODOXACIN 750MG 10 TAB,,,,
73684,ELONDA 0.5MG 2 TAB,,,,
84465,ELONE KERATIN CREAM 120ML,,,,
89315,ELPRO 20 TABS,ELPRO 20 TABS,البرو 20 اقراص,1612255,100.0
90462,ELTROXIN-50MCG 100 TAB IMP,,,,
89889,eltroxin 100,,,,
37837,ELTROXIN 100 MG 100 TAB (ASPEN) IMP,,,,
45461,ELTROXIN 50MG TAB,,,,
23300,EM-EX 1 MG 1 ML 3AMP,,,,
37404,EM-EX 3 MG 3 ML 1AMP,,,,
81661B,EMAITOPRIDE 30 TAB,,,,
89071,EMANA CHOCOLATE FLAVOR 10 SACHETS,,,,
82697,EMBANODEX 5MG ODT,,,,
82562,EMBANODEX SYRUP100 ML,,,,
91086,EMBROSITOL 1:6.3 FORTE 30 FLIM,,,,
90762,EMBROSITOL 40/1-30 TAB,,,,
90489,EMBROSITOL 40:1 60 TAB,,,,
61970,EMEND 125 GM & 80 MG HARD CAP,,,,
66010,EMEREST 4 MG 5 AMP,,,,
86533,EMEREST 8 MG 10 TAB,,,,
90766,EMEREST 8MG 3 AMP,,,,
74602,EMETREX-N AMP,,,,
28685,EMETREX 20TAB,,,,
88219,EMILIA HAIR OIL ROSEMARY 250 ML,,,,
87462,EMILIA LASH SERUM,,,,
87975,EMILIA LOTION HAND BODY 212 RED,,,,
54312,EMLA CREAM 7.5% 30 GM,,,,
63290,EMMYROSA HAIR LOTION 120ML,EMMYROSA HAIR LOTION 120 ML,ايميروزا لوشن للشعر 120 مل,2541272,90.6
74968,EMO SOFT CREAM 15GM,,,,
30592,EMO SOFT CREAM 30GM,,,,
90527,EMPACOMBMET XR 25/1000MG 30 TAB,,,,
79549,EMPACOZA 10 MG 30 F.C TABS,EMPACOZA 10 MG 30 F.C.TABS,ايمباكوزا 10 مجم 30 اقراص,1739027,100.0
78692,EMPACOZA 25 MG 30 TABS,EMPACOZA 25 MG 30 F.C.TABS.,ايمباكوزا 25 مجم 30 اقراص,1739031,91.7
83694,EMPACOZA PLUS 10/5 MG 30 F.C TABS.,EMPACOZA PLUS 10 / 5 MG 30 F.C TABS,ايمباكوزا بلس 10 / 5 مجم 30 اقراص,1464785,91.2
84936,EMPACOZA PLUS 25\5MG 30TAB,,,,
88411,EMPACOZA TRIO XR 10/5/1000 MG 30 F.C TABLETS,,,,
88410,EMPACOZA TRIO XR 25/5/1000 MG 30 F.C TABLETS,,,,
91793,EMPACYRL 5/10 30 TABS,,,,
92532,EMPACYRL 5/25 30 tab,,,,
82622,empagliform 12.5/1000 tab,,,,
80060,EMPAGLIFORM 12.5/500 30 TABS,,,,
81509,EMPAGLIMAX 10 TAB,,,,
89777,ENAROFERTY 30 CAPS,,,,
87366,ENCHANTTEUR ALLWRING PERFUM 236 ML,,,,
87367,ENCHANTTEUR ENTICING PERFUM 236 ML,,,,
87368,ENCHANTTEUR ROMANTIC BODY SPLASH 236 ML,,,,
79548,ENDLIXABAN 2.5 20TABLETS,,,,
81507,ENDLIXABAN 5 MG TAB,,,,
85205,ENDODRAVA 2MG 28 TABS,,,,
20458,ENEMACORT,,,,
2944,ENEMAX 120ML VIAL,,,,
82971,ENERA COLLAGEN 10SACHETS,,,,
86565,ENERA SHOTS DRINKABLE AMPOULE,,,,
87888,ENERGY HAIR FOOD COCONUT CREAM 200 ML,,,,
81886,ENHANTIN 400MG 30CAPS,,,,
75190,ENNERVITA 14 CAP,,,,
91595,ENNERVITA KIDS 30 CHEW. TABS,ENNERVITA KIDS 30 CHEWABLE TABS,انرفيتا اقراص منشط,2633445,93.1
90980,ENNERVITA RICH 30CAP,ENNERVITA RICH 30 CAPS,انرفيتا ريتش 30 كبسول,2445021,95.2
73455,ENRICH ORAL DROPS 30 ML,ENRICH ORAL DROPS 30 ML,انريتش قطره 30 مل,902136,100.0
73541,ENRICH SYRUP 100 ML,ENRICH SYRUP 100 ML,انريتش شراب 100 مل,902135,100.0
47253,ENSURE VANILIA MILK GM,,,,
80163,ENTEROGERMINA 2 BILLION 10 VIALS,,,,
87445,ENTEROGERMINA 4 BILLION/5ML ORAL SUSP. 10 MINI BOT,,,,
92127,ENTRADA SYP 120 ML,,,,
74928,ENTRESTO 100 MG 28 TAB,,,,
74927,ENTRESTO 200 MG 56 TAB,,,,
74991,ENTRESTO 50 MG 28 TAB,,,,
91382,ENZYMAX DUOBIOTICS 10 DOUBLE CAPS,,,,
59429,EPANUTIN 100MG 100 CAP IMP,,,,
20109,EPHEDRINE AMP,,,,
90695,epi-dinetra 10 tab,,,,
1361,EPI-DINITRA 5MG 30 TAB,,,,
46356,EPIAO 4000IU VIAL,,,,
59966,EPICEPHIN 1 GM I.M VIAL,EPICEPHIN 1 GM I.M.VIAL,ابيسيفين 1 جم امبول عضل,2671551,100.0
73601,EPICEPHIN 1 GM I.V VIAL,EPICEPHIN 1 GM I.V. VIAL,ابيسيفين 1 جم امبول وريد,2126756,100.0
64469,EPICEPHIN 2 GM I.V VIAL,EPICEPHIN 2 GM I.V. VIAL,ابيسيفين 2 جم امبول وريد,2559887,100.0
74532,EPICEPHIN 500 GM I.M VIAL,EPICEPHIN 1 GM I.M.VIAL,ابيسيفين 1 جم امبول عضل,2671551,91.7
1611,EPICOCILLIN 500MG CAP,,,,
2797,EPICOGEL SUSP. 180ML,,,,
84565,EPICOMB CREAM 15 GM,EPICOMB CREAM 15 G,ايبيكومب كريم 15 جم,1487911,97.3
86835,EPICOPENTIN 300 MG 30 CAPS,EPICOPENTIN 300 MG 30 CAPS,ابيكوبنتين 300 مجم 30 اقراص,2506924,100.0
88722,EPICOPENTIN 400 MG 30 CAPS,EPICOPENTIN 400 MG 30 CAPS,ابيكوبنتين 400 مجم 30 اقراص,901675,100.0
2090,EPICOPHYLLINE PHENOBARBITONE SYRUP,,,,
2042,EPICOPHYLLINE SYRUP,,,,
79553,EPICOPRED 20MG 20 TABLETS,,,,
78730,EPICOPRED 5 MG 30 TAB,,,,
19101,EPICOTIL 20 MG 10 TAB,EPICOTIL 20 MG 10 F.C.TAB.,ابيكوتيل 20 مجم 10 اقراص,2149193,91.3
73313,EPICOTIL 20 MG 3 VIAL,,,,
779,EPICOTIL SUPP,,,,
75835,EPIDERM SOOTHING CREAM 50 GM,EPIDERM SOOTHING CREAM 50 GM,ابيديرم كريم 50 جم,2312240,100.0
81247,epidexone eye oint,,,,
23823,EPIDEXONE PLUS 1MG/ML EYE/EAR DROPS 5 ML,,,,
73600,EPIDRON 4 MG VIAL,,,,
49747,EPIFASI 5000 IU 1 AMP,EPIFASI 5000 I.U. AMP.,ابيفاسي 5000 وحده امبول,2186072,92.7
75737,EPIFENAC 100 MG 20 TAB,,,,
47688,EPIFENAC 100MG SUPP,,,,
47535,EPIFENAC 25MG SUPP,,,,
74705,EPIFENAC 50 MG 20 TAB,,,,
83833,EPIFENAC 75 MG S.R. 10 TABS.,EPIFENAC 75 MG S.R. 10 TABS.,ابيفيناك اس ار 75 مجم 10 اقراص,2434933,100.0
75678,EPIFENAC AMP,,,,
2243,EPIFENAC DROPS,,,,
57849,EPIGONAL75 MG AMP,,,,
1416,EPILAT CAP,,,,
916,EPILAT RETARD 20 TAB,,,,
18103,EPIMAG EFF SACHETS,,,,
79550,EPIMIRAFLU 10 CAPSULES,,,,
36211,EPINEPHRINE 25 AMP,,,,
EPI,EPINEPHRINE AMPOULE ADRINALINE 1MG,,,,
18583,EPINOR 400 MG 14 TAB,EPINOR 400 MG 14 TAB.,ابينور 400 مجم 14 اقراص,2129543,100.0
1576,EPIRAZOLE CAP,,,,
30371,EPIRIZINE 10 MG 10 TAB,EPIRIZINE 10 MG 10 TAB.,ابيريزين 10 مجم 10 اقراص,1555218,100.0
72576,EPIROVASTIN 10 MG 7 TAB (EPICO),,,,
90390,EPIROVASTIN 10MG 14TAB,,,,
72577,EPIROVASTIN 20 MG 7 TAB (EPICO),,,,
89176,EPIROVASTIN20 MG 14 F.C TABS,,,,
61119,EPISOPT EYE DROPS 5 ML,EPISOPT EYE DROPS 5 ML,ابيسوبت قطره 5 مل,2434929,100.0
1076,EPITENS 30 TAB,,,,
87278,EPIZITHRO 200MG/5ML 30ML SUSP.,,,,
78596,EPIZITHRO 500MG 3-CAP,,,,
76501,EPIZOLONE-DEPOT VAIL,,,,
27457,EPOETIN 4000 IU VIAL,,,,
92053,EQUITHERA 75MG 50TAB,,,,
67316,ERALONER 25MG 20TAB,,,,
67308,ERALONER 50MG 20TAB,,,,
55579,ERASTAPEX 20 MG 30 TAB,ERASTAPEX 20 MG 30 F.C.TAB.,ايراستابكس 20 مجم 30 اقراص,2468683,91.7
55564,ERASTAPEX 40 MG 30 TAB,ERASTAPEX 40 MG 30 F.C.TAB.,ايراستابكس 40 مجم 30 اقراص,2312574,91.7
75852,ERASTAPEX CO 20\5 30 TAB.,,,,
75738,ERASTAPEX CO 40M/5M 30 TABS,,,,
75853,ERASTAPEX CO 40M\10M 30TAB.,,,,
56173,ERASTAPEX PLUS 20/12.5 MG 30 TAB,,,,
56158,ERASTAPEX PLUS 40/12.5 MG 30 TAB,,,,
75245,ERASTAPEX TRIO 10/40/25MG 30 TABS,,,,
